iter	MAE
2544	0.08298653927
2545	0.08298167293
2546	0.082977933
2547	0.08297009916
2548	0.08296453818
2549	0.0829574347
2550	0.08295364687
2551	0.08295048506
2552	0.08294640754
2553	0.08294060961
2554	0.08293801323
2555	0.08293480063
2556	0.08292550056
2557	0.08292204505
2558	0.08291720929
2559	0.08291288122
2560	0.08290698367
2561	0.08290350161
2562	0.08289892479
2563	0.08289411814
2564	0.08289153305
2565	0.08288806752
2566	0.08287797959
2567	0.08287442969
2568	0.08286858591
2569	0.08286438287
2570	0.08285920739
2571	0.08285620275
2572	0.08285217192
2573	0.08284295746
2574	0.08284089556
2575	0.0828380934
2576	0.08283408335
2577	0.0828309679
2578	0.08282332203
2579	0.08282061707
2580	0.08281779316
2581	0.08281403099
2582	0.08281047195
2583	0.08280699993
2584	0.08280095152
2585	0.08279426204
2586	0.08279145763
2587	0.08278098621
2588	0.0827761952
2589	0.08277325839
2590	0.08276933564
2591	0.08276512282
2592	0.08276263192
2593	0.08275806788
2594	0.08275535802
2595	0.08275227836
2596	0.08275015426
2597	0.08274668075
2598	0.08274373009
2599	0.08274086028
2600	0.08272630955
2601	0.08271892148
2602	0.08271488876
2603	0.08271159218
2604	0.08270855974
2605	0.08270509756
2606	0.08269497284
2607	0.08269288127
2608	0.08269021804
2609	0.0826856579
2610	0.08268006591
2611	0.0826767795
2612	0.08267434387
2613	0.08267012695
2614	0.08266800739
2615	0.08266298053
2616	0.08265588896
2617	0.08265276004
2618	0.08264896875
2619	0.08264595773
2620	0.08264033645
2621	0.08263485656
2622	0.08263202353
2623	0.08262937579
2624	0.08262723916
2625	0.08262498279
2626	0.08261877851
2627	0.08260844207
2628	0.08260392179
2629	0.08259992305
2630	0.08259600288
2631	0.08259322642
2632	0.08259055582
2633	0.08258849244
2634	0.08258268769
2635	0.08257566573
2636	0.08256556695
2637	0.08256410615
2638	0.08255404127
2639	0.08254989503
2640	0.08254455364
2641	0.08254122231
2642	0.08253692552
2643	0.08253125476
2644	0.0825288088
2645	0.08251940505
2646	0.0825160942
2647	0.08251386512
2648	0.08251227073
2649	0.08250950136
2650	0.08250720375
2651	0.08250085432
2652	0.08249816771
2653	0.08249605216
2654	0.08249338346
2655	0.08249089356
2656	0.08248753829
2657	0.08248239087
2658	0.0824732067
2659	0.08246949603
2660	0.08246639587
2661	0.08245871737
2662	0.08245575828
2663	0.08245280743
2664	0.08244649242
2665	0.08243805708
2666	0.08243182603
2667	0.08242883015
2668	0.08241693789
2669	0.08240828579
2670	0.08240516348
2671	0.0824035345
2672	0.08240030154
2673	0.08239286774
2674	0.08238918535
2675	0.08238302729
2676	0.08237853062
2677	0.08237472332
2678	0.08237106009
2679	0.0823688581
2680	0.08236656093
2681	0.08236356985
2682	0.08236143711
2683	0.08235145967
2684	0.08234889566
2685	0.08234560372
2686	0.08234384505
2687	0.08233444296
2688	0.08233121164
2689	0.0823275894
2690	0.08231998435
2691	0.08231732171
2692	0.08231251736
2693	0.0823059922
2694	0.08230217804
2695	0.08229809374
2696	0.08229343238
2697	0.08229114338
2698	0.08228736451
2699	0.08228421287
2700	0.08227888955
2701	0.08227566092
2702	0.08227193783
2703	0.0822621231
2704	0.08225920795
2705	0.08225690254
2706	0.08225398188
2707	0.08225194708
2708	0.08224726886
2709	0.08224535433
2710	0.08224290329
2711	0.08223757157
2712	0.08223532748
2713	0.0822304941
2714	0.08222673645
2715	0.08222440206
2716	0.08222170754
2717	0.08221528003
2718	0.08221180301
2719	0.08220016004
2720	0.08219616061
2721	0.08218734293
2722	0.08217477396
2723	0.08217089964
2724	0.0821666317
2725	0.08216227942
2726	0.08215999164
2727	0.08215596896
2728	0.08214489494
2729	0.08213974846
2730	0.08213444269
2731	0.08212993721
2732	0.082127972
2733	0.08212082245
2734	0.08211626529
2735	0.08211218395
2736	0.08210268028
2737	0.08209985536
2738	0.08209731139
2739	0.08209184596
2740	0.08208958246
2741	0.0820873014
2742	0.0820840504
2743	0.08208032955
2744	0.08207082881
2745	0.08206744924
2746	0.08206376917
2747	0.08205836546
2748	0.08205581962
2749	0.0820513459
2750	0.08204879171
2751	0.08204543056
2752	0.08204329218
2753	0.08203900361
2754	0.08203729279
2755	0.08203530131
2756	0.08203200807
2757	0.08202947767
2758	0.082025189
2759	0.0820224462
2760	0.08201777298
2761	0.08201580504
2762	0.08201008789
2763	0.08200765407
2764	0.08200591106
2765	0.08200377554
2766	0.08200126094
2767	0.08199824524
2768	0.08199488617
2769	0.08198962151
2770	0.08198650449
2771	0.08198453745
2772	0.08198032965
2773	0.08197887418
2774	0.08197320888
2775	0.08196950343
2776	0.08196479821
2777	0.08195663045
2778	0.08195372493
2779	0.08194828692
2780	0.0819442814
2781	0.08194155208
2782	0.08193173208
2783	0.08193035143
2784	0.08192592321
2785	0.08192253527
2786	0.08191613708
2787	0.08191406053
2788	0.08191157064
2789	0.08190836451
2790	0.08190607306
2791	0.08189992706
2792	0.08189538313
2793	0.08189287639
2794	0.08189024913
2795	0.08188715899
2796	0.08188576476
2797	0.08188357595
2798	0.08187789259
2799	0.08187482147
2800	0.08187151035
2801	0.08186160282
2802	0.08185980942
2803	0.08185669878
2804	0.08185452136
2805	0.08185175275
2806	0.08184885434
2807	0.08184644821
2808	0.08183983662
2809	0.08183453535
2810	0.08183185238
2811	0.08182955285
2812	0.08182642215
2813	0.08182223045
2814	0.08181948589
2815	0.08181568408
2816	0.08181126164
2817	0.08180568867
2818	0.08180370348
2819	0.08180089206
2820	0.08179675047
2821	0.08179251659
2822	0.0817897767
2823	0.0817829949
2824	0.08177999049
2825	0.08177510723
2826	0.08177288138
2827	0.08177086249
2828	0.08176790345
2829	0.08176588788
2830	0.08175826593
2831	0.0817558248
2832	0.0817537108
2833	0.08175118229
2834	0.08174646698
2835	0.08174296432
2836	0.08174047382
2837	0.08173278726
2838	0.08172833554
2839	0.0817240485
2840	0.08172074722
2841	0.08171032461
2842	0.08170908948
2843	0.08170623117
2844	0.08170376557
2845	0.08169918698
2846	0.08168198408
2847	0.08167686977
2848	0.08167330553
2849	0.0816688452
2850	0.08166504462
2851	0.08166316206
2852	0.08166041879
2853	0.08165729544
2854	0.08165561889
2855	0.08165315066
2856	0.08164892409
2857	0.08164554259
2858	0.08164248585
2859	0.08163905258
2860	0.08163658012
2861	0.0816307255
2862	0.08162649905
2863	0.08162338953
2864	0.08161946263
2865	0.08161560024
2866	0.08159779454
2867	0.08159577292
2868	0.08159015913
2869	0.08158824642
2870	0.08158391654
2871	0.08158087127
2872	0.08157525664
2873	0.08157168041
2874	0.08155994488
2875	0.08155663144
2876	0.08154787441
2877	0.08153916033
2878	0.08153684068
2879	0.08152744485
2880	0.08152208617
2881	0.0815136663
2882	0.08149728206
2883	0.08149494268
2884	0.08149022183
2885	0.08148799982
2886	0.08148368191
2887	0.08148111638
2888	0.08147962599
2889	0.08147719868
2890	0.08147312349
2891	0.08147119854
2892	0.08146942121
2893	0.08146537036
2894	0.08146315408
2895	0.08145849688
2896	0.08145640594
2897	0.08145449263
2898	0.08145125031
2899	0.08144936586
2900	0.08144581867
2901	0.08144324026
2902	0.08144031358
2903	0.08143781193
2904	0.08143507101
2905	0.0814331051
2906	0.08142941742
2907	0.08142377634
2908	0.0814153377
2909	0.08141160424
2910	0.08140962476
2911	0.08140790356
2912	0.08140495342
2913	0.08139900081
2914	0.08139616102
2915	0.08139429667
2916	0.08139143127
2917	0.08138597054
2918	0.08138068461
2919	0.08137822928
2920	0.08137559591
2921	0.08137177745
2922	0.0813688608
2923	0.08136516444
2924	0.08136316498
2925	0.08136064102
2926	0.08135248027
2927	0.08135051775
2928	0.08134874749
2929	0.08134527586
2930	0.08133406726
2931	0.08132545451
2932	0.08132144891
2933	0.08131841498
2934	0.08131560963
2935	0.08131223498
2936	0.08131041654
2937	0.08130810198
2938	0.0813034121
2939	0.08129859292
2940	0.08129362373
2941	0.08129249596
2942	0.08129011766
2943	0.08128434809
2944	0.08128192207
2945	0.08127856116
2946	0.08127700807
2947	0.08127386008
2948	0.08126465966
2949	0.08126189437
2950	0.08125088583
2951	0.08124925052
2952	0.08124663278
2953	0.08124461269
2954	0.08124020009
2955	0.08123788622
2956	0.08123464572
2957	0.08123187006
2958	0.0812274197
2959	0.0812254426
2960	0.08121800802
2961	0.08120971672
2962	0.08120512157
2963	0.08120227939
2964	0.08119802905
2965	0.08119482126
2966	0.08119047119
2967	0.081186274
2968	0.08118449812
2969	0.08117876642
2970	0.08117591778
2971	0.08117330149
2972	0.08116971685
2973	0.08116635218
2974	0.08116005168
2975	0.08115708435
2976	0.08115342455
2977	0.08114823725
2978	0.08114519802
2979	0.08114287516
2980	0.08113987886
2981	0.0811366744
2982	0.08113533781
2983	0.08112784292
2984	0.08112364849
2985	0.08112026239
2986	0.08111708638
2987	0.08111074304
2988	0.08110852366
2989	0.08110636849
2990	0.08109763978
2991	0.08109581422
2992	0.08109348016
2993	0.08109034947
2994	0.08108649016
2995	0.08108453713
2996	0.08108220398
2997	0.08107988251
2998	0.08107832548
2999	0.08107465787
3000	0.08106406425
3001	0.08105814824
3002	0.08105575636
3003	0.0810532747
3004	0.08104294758
3005	0.08103974653
3006	0.08103638441
3007	0.08103394413
3008	0.08103108466
3009	0.08102909815
3010	0.08102569991
3011	0.08101848937
3012	0.08101601001
3013	0.08101233981
3014	0.08100735399
3015	0.08100304352
3016	0.08099886794
3017	0.08099747293
3018	0.08099526775
3019	0.08099358951
3020	0.08098842993
3021	0.08097795729
3022	0.08097429791
3023	0.08097118136
3024	0.08096533843
3025	0.08095483765
3026	0.08094949903
3027	0.08094715215
3028	0.08093860351
3029	0.08093336809
3030	0.08093098415
3031	0.08092773214
3032	0.08092446313
3033	0.0809223788
3034	0.08091991785
3035	0.0809183461
3036	0.08091658233
3037	0.08091535144
3038	0.08091319131
3039	0.08090962423
3040	0.08090562284
3041	0.0809038283
3042	0.08090086243
3043	0.0808982514
3044	0.08089067015
3045	0.0808880099
3046	0.08088566694
3047	0.08088323751
3048	0.08087549566
3049	0.08087102359
3050	0.08086581236
3051	0.08086385614
3052	0.08086132036
3053	0.08085650964
3054	0.08085368522
3055	0.08085076769
3056	0.08084487467
3057	0.08084267719
3058	0.08084044151
3059	0.08083585853
3060	0.08083246574
3061	0.08083051831
3062	0.08082718087
3063	0.08082486514
3064	0.08082222385
3065	0.08081783849
3066	0.08081592847
3067	0.08081354767
3068	0.08081130641
3069	0.08080889935
3070	0.08080748567
3071	0.08080435277
3072	0.08080181015
3073	0.08079920215
3074	0.08079727664
3075	0.0807926825
3076	0.08078810981
3077	0.08078595717
3078	0.08078423786
3079	0.08077957071
3080	0.08077746758
3081	0.08077475053
3082	0.08077244167
3083	0.08076567453
3084	0.08076143701
3085	0.08075748477
3086	0.080754755
3087	0.08075245803
3088	0.08074711023
3089	0.08074499362
3090	0.0807432745
3091	0.08073464934
3092	0.0807308181
3093	0.08072719098
3094	0.08072451486
3095	0.08072184178
3096	0.08071991266
3097	0.08071779605
3098	0.08071349323
3099	0.0807089013
3100	0.08070742392
3101	0.08070459608
3102	0.08070132171
3103	0.08069861964
3104	0.0806900562
3105	0.08067908334
3106	0.08067545581
3107	0.0806732609
3108	0.08067016041
3109	0.08066743127
3110	0.08066585931
3111	0.08066286801
3112	0.08065948043
3113	0.08065407389
3114	0.08065153428
3115	0.08064516544
3116	0.08064355768
3117	0.08064147919
3118	0.08063930429
3119	0.08063589683
3120	0.08063212
3121	0.08062803817
3122	0.08062418083
3123	0.08062080258
3124	0.0806163742
3125	0.08061367878
3126	0.08061057254
3127	0.08060733378
3128	0.08060093116
3129	0.08059123113
3130	0.08058703221
3131	0.08058443934
3132	0.08057915511
3133	0.08057631779
3134	0.08057381794
3135	0.08057244161
3136	0.08056868616
3137	0.08056665367
3138	0.08056420419
3139	0.08056278226
3140	0.08055993647
3141	0.08055823911
3142	0.08055588273
3143	0.08055179114
3144	0.08054979305
3145	0.08054746003
3146	0.08054178401
3147	0.0805395548
3148	0.08053704274
3149	0.08052806391
3150	0.08052683133
3151	0.08052461557
3152	0.08052188725
3153	0.08051611167
3154	0.08051363832
3155	0.0805116823
3156	0.08050454349
3157	0.08049738161
3158	0.08049461595
3159	0.08049213391
3160	0.08048720443
3161	0.08048263863
3162	0.08048071541
3163	0.080477829
3164	0.08047530769
3165	0.08047115762
3166	0.08046766062
3167	0.08046551762
3168	0.08046066169
3169	0.08045860863
3170	0.08045473302
3171	0.08045241922
3172	0.08044692403
3173	0.08044499924
3174	0.08044152194
3175	0.08043939024
3176	0.08043824744
3177	0.08043680422
3178	0.08043349496
3179	0.08043194324
3180	0.08042990748
3181	0.08042801803
3182	0.08042450445
3183	0.08042296219
3184	0.08042029151
3185	0.08041825763
3186	0.08041539284
3187	0.08041053742
3188	0.08040603968
3189	0.08039026367
3190	0.08038719755
3191	0.08038543066
3192	0.08038322768
3193	0.0803813725
3194	0.08037381919
3195	0.08036730158
3196	0.08036369547
3197	0.08036035387
3198	0.08035655899
3199	0.08035376636
3200	0.0803495883
3201	0.08034649774
3202	0.08034367681
3203	0.08034058838
3204	0.08032806279
3205	0.08032585383
3206	0.0803242203
3207	0.08032053141
3208	0.08031943182
3209	0.08030351865
3210	0.08030196481
3211	0.08030014615
3212	0.08029529281
3213	0.08029314763
3214	0.0802910705
3215	0.0802881188
3216	0.08028565817
3217	0.08028363884
3218	0.08028165042
3219	0.08027834408
3220	0.08027549567
3221	0.08027400279
3222	0.08027196398
3223	0.08026635724
3224	0.08026259226
3225	0.08026012113
3226	0.08025701844
3227	0.08025440913
3228	0.08025028946
3229	0.08024753547
3230	0.08024650206
3231	0.08024301319
3232	0.08024164516
3233	0.08023857967
3234	0.08023513078
3235	0.08023282046
3236	0.0802316294
3237	0.08022782847
3238	0.08022501049
3239	0.08022018405
3240	0.08019928469
3241	0.08019708698
3242	0.08019067979
3243	0.08018806282
3244	0.08018264864
3245	0.08017759153
3246	0.08017160097
3247	0.08016723496
3248	0.08016483612
3249	0.0801628328
3250	0.08016005866
3251	0.08015480929
3252	0.08015231977
3253	0.08014899558
3254	0.08014715594
3255	0.08014539349
3256	0.08013777474
3257	0.08013414575
3258	0.08013180307
3259	0.08012887047
3260	0.08012684751
3261	0.08012492322
3262	0.0801223569
3263	0.08011877129
3264	0.08011484614
3265	0.0801133054
3266	0.0801124735
3267	0.08010989384
3268	0.08009573213
3269	0.08009371919
3270	0.08009017649
3271	0.08008805784
3272	0.08008644499
3273	0.08008138311
3274	0.08007851995
3275	0.08007641615
3276	0.08007422307
3277	0.08007210072
3278	0.08007061168
3279	0.08006858432
3280	0.08006543687
3281	0.08005705298
3282	0.08005378789
3283	0.08005235837
3284	0.0800504731
3285	0.08004875639
3286	0.08004500875
3287	0.08004176078
3288	0.08004003622
3289	0.08003385355
3290	0.08003228933
3291	0.08003065973
3292	0.08002919853
3293	0.08002541257
3294	0.08002282787
3295	0.08001280589
3296	0.08000842848
3297	0.08000663653
3298	0.08000240705
3299	0.07999949323
3300	0.07999766496
3301	0.07999344072
3302	0.07999151301
3303	0.07998834276
3304	0.07998746292
3305	0.0799845346
3306	0.07996786601
3307	0.07996625751
3308	0.07996463649
3309	0.07996259376
3310	0.07995971308
3311	0.0799549585
3312	0.07995014806
3313	0.07994528918
3314	0.07994367097
3315	0.07994080069
3316	0.07993833125
3317	0.07993646859
3318	0.0799343818
3319	0.07992492887
3320	0.07992302406
3321	0.07992084382
3322	0.07991496294
3323	0.07991306144
3324	0.07991035673
3325	0.07990794938
3326	0.07990601544
3327	0.07989337458
3328	0.07989126065
3329	0.07988898171
3330	0.07988642987
3331	0.07988283676
3332	0.07987958906
3333	0.07987831197
3334	0.07987603975
3335	0.0798742313
3336	0.07987126881
3337	0.07986829963
3338	0.07986634467
3339	0.07985974775
3340	0.07985790374
3341	0.07985308561
3342	0.07985151599
3343	0.07984884239
3344	0.0798466306
3345	0.07983504585
3346	0.07983192899
3347	0.07982988412
3348	0.0798272134
3349	0.07982587632
3350	0.07982156419
3351	0.07981958954
3352	0.07981518613
3353	0.07981268641
3354	0.07980653077
3355	0.07980488959
3356	0.07980227327
3357	0.07979994071
3358	0.07979769011
3359	0.07979442011
3360	0.07979217569
3361	0.07979038925
3362	0.07978825978
3363	0.07978532388
3364	0.07978337642
3365	0.07978086567
3366	0.07977861047
3367	0.0797711866
3368	0.07976509183
3369	0.07976314666
3370	0.07976061482
3371	0.07975724885
3372	0.07975409663
3373	0.07975101639
3374	0.0797444422
3375	0.07974140414
3376	0.07973741129
3377	0.07972745716
3378	0.07972100037
3379	0.07971740851
3380	0.07970442589
3381	0.07970189884
3382	0.07970007775
3383	0.0796972459
3384	0.079694555
3385	0.07969040281
3386	0.07968914126
3387	0.07968769675
3388	0.07968609008
3389	0.07968442479
3390	0.07967757357
3391	0.07967549411
3392	0.07967179874
3393	0.07966928765
3394	0.07966170204
3395	0.07964458319
3396	0.0796435212
3397	0.07963888055
3398	0.0796368284
3399	0.07963274143
3400	0.0796304447
3401	0.07962699798
3402	0.0796244109
3403	0.07961803703
3404	0.07961550317
3405	0.07961419476
3406	0.07961148602
3407	0.07960414931
3408	0.07959950196
3409	0.07959712099
3410	0.07959415185
3411	0.07959227621
3412	0.07958993302
3413	0.07958846115
3414	0.07958531664
3415	0.0795820809
3416	0.07957961216
3417	0.07957738227
3418	0.07957600746
3419	0.07957231285
3420	0.0795701305
3421	0.07956583273
3422	0.07956393504
3423	0.07955973444
3424	0.07955603573
3425	0.07955461186
3426	0.07955212056
3427	0.07954898181
3428	0.07954674376
3429	0.07954503427
3430	0.07954175271
3431	0.07953939891
3432	0.07953597023
3433	0.07952886668
3434	0.07952683475
3435	0.07952584994
3436	0.07952400869
3437	0.07952187948
3438	0.07951930113
3439	0.07951689174
3440	0.07950949775
3441	0.07950851953
3442	0.07950472637
3443	0.07950044635
3444	0.07949825296
3445	0.07949683923
3446	0.07949492518
3447	0.07948979364
3448	0.07948768147
3449	0.07948580248
3450	0.07948253698
3451	0.07948031053
3452	0.07947785574
3453	0.07947582502
3454	0.07947289919
3455	0.07947096095
3456	0.0794632467
3457	0.07946083574
3458	0.07945854551
3459	0.07945731282
3460	0.07945512066
3461	0.07944563221
3462	0.0794431932
3463	0.07943862167
3464	0.07942578294
3465	0.0794237917
3466	0.07942231111
3467	0.07941924245
3468	0.07941702003
3469	0.07941532415
3470	0.07940989119
3471	0.07940807559
3472	0.07940611996
3473	0.07940479863
3474	0.0794036775
3475	0.07940162117
3476	0.07939909067
3477	0.07939740883
3478	0.07939643534
3479	0.07939406372
3480	0.07939334413
3481	0.07938878685
3482	0.07938544046
3483	0.07937749765
3484	0.0793730632
3485	0.07936471653
3486	0.07935521507
3487	0.07934994103
3488	0.07934365874
3489	0.0793402627
3490	0.07933804009
3491	0.07933629253
3492	0.07933328846
3493	0.07933124602
3494	0.07932840251
3495	0.0793262605
3496	0.0793245855
3497	0.07931514674
3498	0.07931021074
3499	0.0793074904
3500	0.07930023451
3501	0.07929912758
3502	0.07929607304
3503	0.07928296604
3504	0.07927697156
3505	0.07927527076
3506	0.07927347362
3507	0.07926970867
3508	0.07926863488
3509	0.07926568704
3510	0.07926264995
3511	0.07924777265
3512	0.07924536034
3513	0.07924298666
3514	0.07924100419
3515	0.07923726929
3516	0.07922907257
3517	0.07922623159
3518	0.07922199264
3519	0.07922031601
3520	0.07921896646
3521	0.07921520912
3522	0.07921309329
3523	0.07921026058
3524	0.07920687565
3525	0.07920505544
3526	0.07920396435
3527	0.07920171039
3528	0.07920074857
3529	0.07919884974
3530	0.07919681842
3531	0.07919246843
3532	0.07919113733
3533	0.0791897552
3534	0.07918599185
3535	0.07918182791
3536	0.07918013165
3537	0.07917418415
3538	0.07917261218
3539	0.07917076871
3540	0.07916765128
3541	0.07916542515
3542	0.07916235798
3543	0.07916094252
3544	0.07915939748
3545	0.07915716726
3546	0.07915478209
3547	0.0791527704
3548	0.07915004743
3549	0.07914721452
3550	0.07914501677
3551	0.07914275868
3552	0.07914170025
3553	0.0791377907
3554	0.07913571861
3555	0.07913157875
3556	0.07912808431
3557	0.0791256436
3558	0.07912313403
3559	0.07912150203
3560	0.07911752278
3561	0.07911520913
3562	0.07910772486
3563	0.07910623903
3564	0.07910390543
3565	0.079102494
3566	0.079097319
3567	0.07909465506
3568	0.07909183812
3569	0.07909033339
3570	0.07908836212
3571	0.07908559183
3572	0.07908339291
3573	0.07908190918
3574	0.0790799138
3575	0.07907745933
3576	0.07907569706
3577	0.07907029881
3578	0.0790690586
3579	0.07906531082
3580	0.07906165311
3581	0.07905981073
3582	0.079055962
3583	0.07905476309
3584	0.07905112043
3585	0.07904971005
3586	0.07904788659
3587	0.07904504369
3588	0.07904291371
3589	0.07904171303
3590	0.07903355022
3591	0.07903160129
3592	0.07902639895
3593	0.07902424428
3594	0.07902243134
3595	0.07902059856
3596	0.0790187377
3597	0.07901507595
3598	0.07901375083
3599	0.07900089993
3600	0.07899762436
3601	0.0789936822
3602	0.07898872149
3603	0.07898669759
3604	0.07898529597
3605	0.07898324509
3606	0.07898193166
3607	0.07897950744
3608	0.07897523337
3609	0.07897383343
3610	0.07897210647
3611	0.0789704678
3612	0.0789674386
3613	0.0789658452
3614	0.07896210503
3615	0.07896092034
3616	0.07895569783
3617	0.07895420044
3618	0.07894835473
3619	0.07894645086
3620	0.07894031837
3621	0.07893801979
3622	0.07893571055
3623	0.07893060843
3624	0.07892880608
3625	0.07892758852
3626	0.078924373
3627	0.07892246897
3628	0.07891783632
3629	0.07891596767
3630	0.07890720963
3631	0.0789043004
3632	0.07890241146
3633	0.0789010678
3634	0.0788982949
3635	0.07889468789
3636	0.07889128039
3637	0.07888744797
3638	0.07888586357
3639	0.07888088335
3640	0.07887608593
3641	0.07887082099
3642	0.0788683434
3643	0.07886675056
3644	0.07886495868
3645	0.07886139059
3646	0.07885833886
3647	0.07885597782
3648	0.07885391865
3649	0.07885182903
3650	0.07884928569
3651	0.07884739774
3652	0.07884358699
3653	0.07884131298
3654	0.07884033285
3655	0.07883875516
3656	0.07883720596
3657	0.07883081035
3658	0.0788285935
3659	0.07882571699
3660	0.07881796084
3661	0.0788117035
3662	0.07880905241
3663	0.07880686622
3664	0.07880539234
3665	0.07880309642
3666	0.07880113757
3667	0.07879942821
3668	0.07879529751
3669	0.0787937257
3670	0.07878993306
3671	0.0787886496
3672	0.07878022284
3673	0.07877579914
3674	0.07877169404
3675	0.07876856353
3676	0.07876644108
3677	0.07876462535
3678	0.07876153694
3679	0.07875693738
3680	0.07875608445
3681	0.07875455493
3682	0.07875310474
3683	0.07875108252
3684	0.07874902342
3685	0.07874702741
3686	0.07874464473
3687	0.07873825837
3688	0.078734007
3689	0.07873306702
3690	0.07872662147
3691	0.07872390727
3692	0.07872246395
3693	0.07871979392
3694	0.07871612579
3695	0.07871373151
3696	0.07871085416
3697	0.07870812347
3698	0.0787031328
3699	0.07869852697
3700	0.07869728196
3701	0.07869594456
3702	0.07869281955
3703	0.0786902425
3704	0.07868878255
3705	0.07868645973
3706	0.07867959146
3707	0.07867672179
3708	0.0786752231
3709	0.07867300512
3710	0.07867120885
3711	0.07866877194
3712	0.07866490981
3713	0.07866380009
3714	0.07866032542
3715	0.07865687494
3716	0.07865577634
3717	0.07865352591
3718	0.07864473136
3719	0.07863949132
3720	0.07863504313
3721	0.0786315921
3722	0.07863032165
3723	0.0786290407
3724	0.07862625935
3725	0.07862405191
3726	0.07862167809
3727	0.07862008673
3728	0.07861859506
3729	0.07861352832
3730	0.07861266578
3731	0.07861126013
3732	0.07860900058
3733	0.07860670538
3734	0.07860555421
3735	0.07860256551
3736	0.07859795342
3737	0.07859571837
3738	0.07859453008
3739	0.07858157972
3740	0.07857846686
3741	0.07857535822
3742	0.07857406491
3743	0.07857044357
3744	0.07856768561
3745	0.07856529629
3746	0.07856120685
3747	0.07855942767
3748	0.07855653535
3749	0.0785534905
3750	0.07855226749
3751	0.07854754905
3752	0.07854554908
3753	0.0785437306
3754	0.07854063108
3755	0.07853869538
3756	0.0785370982
3757	0.07853177252
3758	0.0785272467
3759	0.07852371835
3760	0.0785221662
3761	0.07852067446
3762	0.07851594134
3763	0.07851415513
3764	0.0785088444
3765	0.07850498205
3766	0.07850309963
3767	0.0785001302
3768	0.07849841242
3769	0.07849706343
3770	0.07849449029
3771	0.07849198538
3772	0.07848964144
3773	0.07848550585
3774	0.07848110974
3775	0.07847409373
3776	0.07847114649
3777	0.07846946014
3778	0.07846719125
3779	0.07846483776
3780	0.07846302763
3781	0.07846073448
3782	0.07845934475
3783	0.07845681146
3784	0.07845221306
3785	0.07844841176
3786	0.07844189575
3787	0.07843992704
3788	0.07843816602
3789	0.07843604634
3790	0.07843327628
3791	0.07842978082
3792	0.07842814637
3793	0.07841710796
3794	0.07840804273
3795	0.07840553175
3796	0.07840299713
3797	0.07840074083
3798	0.07839805711
3799	0.07839547325
3800	0.0783919948
3801	0.07839050276
3802	0.07838866846
3803	0.07837756173
3804	0.078375827
3805	0.07837449184
3806	0.07837236538
3807	0.07836959473
3808	0.07836623844
3809	0.07836475812
3810	0.07836064131
3811	0.07835543046
3812	0.07835339698
3813	0.07835214841
3814	0.07834840853
3815	0.07834653886
3816	0.0783433029
3817	0.07834103674
3818	0.0783377633
3819	0.07833625985
3820	0.07833323476
3821	0.0783321378
3822	0.07832971534
3823	0.07832806986
3824	0.07832531966
3825	0.07832389405
3826	0.07832224262
3827	0.07832076924
3828	0.07831741823
3829	0.07831278422
3830	0.07830941042
3831	0.07830775531
3832	0.07830585911
3833	0.07830454797
3834	0.07830216838
3835	0.07830067993
3836	0.07829864612
3837	0.07829336963
3838	0.07828975717
3839	0.07828619894
3840	0.07828494224
3841	0.07828184743
3842	0.07828072181
3843	0.07827857276
3844	0.078277233
3845	0.07827498738
3846	0.0782736379
3847	0.07827045581
3848	0.07826462164
3849	0.07826290418
3850	0.07826068579
3851	0.078259418
3852	0.07825797212
3853	0.07825527488
3854	0.07825313216
3855	0.07825165071
3856	0.07824841506
3857	0.07824640794
3858	0.07824431642
3859	0.07824200685
3860	0.07824117257
3861	0.07823473521
3862	0.07823086488
3863	0.07822746258
3864	0.07822470753
3865	0.07821129035
3866	0.07821036844
3867	0.07820912725
3868	0.07820783047
3869	0.07820041765
3870	0.07819831128
3871	0.07819671911
3872	0.07819423522
3873	0.07819119239
3874	0.0781887294
3875	0.07818753035
3876	0.07818512866
3877	0.07818193901
3878	0.07818087972
3879	0.07817946431
3880	0.07817703569
3881	0.07817369344
3882	0.07817278562
3883	0.07816952715
3884	0.07816892409
3885	0.07816745969
3886	0.07816402147
3887	0.07816006988
3888	0.07815594233
3889	0.07815347317
3890	0.0781513032
3891	0.07814931978
3892	0.07814648824
3893	0.07814495253
3894	0.0781398023
3895	0.07813879233
3896	0.07813525756
3897	0.07813379143
3898	0.07813298561
3899	0.07813179559
3900	0.07812803108
3901	0.0781261728
3902	0.0781230945
3903	0.07812145092
3904	0.07811969843
3905	0.07810927261
3906	0.07810665805
3907	0.07810542632
3908	0.07810304649
3909	0.07810164754
3910	0.0781000107
3911	0.0780977374
3912	0.07809173664
3913	0.07809024441
3914	0.07808818621
3915	0.07808480284
3916	0.07807806708
3917	0.07807574249
3918	0.07807414818
3919	0.07806646592
3920	0.07806231168
3921	0.07806008223
3922	0.07805811241
3923	0.07805647039
3924	0.0780552357
3925	0.07805077209
3926	0.07804913369
3927	0.07804761245
3928	0.07804471071
3929	0.07803740342
3930	0.07803622108
3931	0.07803492219
3932	0.07803051093
3933	0.07802787884
3934	0.07802529761
3935	0.07802320478
3936	0.07802090309
3937	0.07800960513
3938	0.07800691921
3939	0.0780055452
3940	0.07800364286
3941	0.0780023782
3942	0.07799990849
3943	0.07799740069
