iter	MAE
654	0.1031095436
655	0.1030749039
656	0.1030498082
657	0.1030074261
658	0.1029808285
659	0.1029339039
660	0.1029089487
661	0.102887818
662	0.1028651499
663	0.1028239793
664	0.1027858296
665	0.102718691
666	0.10269048
667	0.1026485039
668	0.1026217661
669	0.1026015342
670	0.1025774805
671	0.1025474842
672	0.1025162876
673	0.1024982159
674	0.1024742643
675	0.1024438945
676	0.1024027344
677	0.1023603522
678	0.1023250252
679	0.1023084794
680	0.1022948546
681	0.1022579243
682	0.102232178
683	0.102213999
684	0.1021849383
685	0.1021617171
686	0.102138691
687	0.1021000807
688	0.1020705161
689	0.1020388138
690	0.1019947169
691	0.1019616847
692	0.1019425791
693	0.1019067342
694	0.1018555513
695	0.1018277855
696	0.1017938933
697	0.1017730634
698	0.1017384324
699	0.1017088019
700	0.1016866801
701	0.101665366
702	0.1016352115
703	0.1016173049
704	0.1015921236
705	0.101562589
706	0.1015239118
707	0.1015013204
708	0.1014871856
709	0.1014697255
710	0.1014523489
711	0.1014330543
712	0.1013793687
713	0.1013604309
714	0.1013441362
715	0.1013129032
716	0.1012725555
717	0.1012524219
718	0.1012316315
719	0.1011910113
720	0.1011648391
721	0.1011451436
722	0.1011236877
723	0.101092824
724	0.101076144
725	0.1010628053
726	0.1010305212
727	0.1009897989
728	0.1009644119
729	0.1009480491
730	0.1009017437
731	0.1008543936
732	0.100824091
733	0.1008062781
734	0.1007830586
735	0.1007537792
736	0.1007343608
737	0.100708805
738	0.100681821
739	0.1006703699
740	0.1006402254
741	0.100617574
742	0.1005913668
743	0.1005721997
744	0.1005580295
745	0.1005330878
746	0.1005184888
747	0.1005078507
748	0.1004922089
749	0.1004637293
750	0.1004275757
751	0.1004159195
752	0.1004003435
753	0.1003754878
754	0.1003553182
755	0.1003425831
756	0.1003227948
757	0.1002892036
758	0.1002714636
759	0.1002442527
760	0.1002324332
761	0.1002045418
762	0.1001633906
763	0.1001347879
764	0.1000875409
765	0.1000531442
766	0.1000268002
767	0.09999236614
768	0.09996178444
769	0.09992584775
770	0.09990675943
771	0.09987664886
772	0.09984671209
773	0.09982023374
774	0.09980465157
775	0.09977881297
776	0.09976056966
777	0.09974448266
778	0.09972406776
779	0.0997096284
780	0.09969178359
781	0.09966746424
782	0.09965089349
783	0.09963027671
784	0.0995815683
785	0.09955724447
786	0.09954225476
787	0.09952010257
788	0.09947510559
789	0.09942531896
790	0.09940260857
791	0.09938324234
792	0.09936942118
793	0.09935015419
794	0.09933215369
795	0.09929836153
796	0.09927477861
797	0.09925093375
798	0.09923879604
799	0.09921783299
800	0.0992008971
801	0.09918817933
802	0.09916626967
803	0.09915065046
804	0.09910996917
805	0.09908988074
806	0.09906502557
807	0.09904722381
808	0.09902325003
809	0.09900145795
810	0.09898543344
811	0.09895436124
812	0.0989339576
813	0.09890577468
814	0.098890951
815	0.09887790806
816	0.09886110376
817	0.09883877164
818	0.09882548407
819	0.09879933376
820	0.0987746413
821	0.09876234356
822	0.09874707892
823	0.0987265377
824	0.098712652
825	0.09869398067
826	0.09868560222
827	0.09866563403
828	0.098642493
829	0.09862364447
830	0.09860986505
831	0.09859907544
832	0.09857949976
833	0.09856239653
834	0.0985345302
835	0.0985034925
836	0.0984908747
837	0.09846687538
838	0.09845635995
839	0.09842978451
840	0.09839636858
841	0.09837378476
842	0.09836175588
843	0.0983482755
844	0.09830459263
845	0.09828061655
846	0.09825997456
847	0.09823359242
848	0.09822177891
849	0.09820429253
850	0.09817862645
851	0.09815915054
852	0.09814825646
853	0.09808935393
854	0.09807367839
855	0.09803802028
856	0.09800730547
857	0.09797158401
858	0.09793059239
859	0.09792080167
860	0.09789880106
861	0.097881721
862	0.09786489165
863	0.09784936404
864	0.09783980191
865	0.09780453937
866	0.09779257697
867	0.09778120316
868	0.0977657721
869	0.09774455282
870	0.09771818415
871	0.09770601409
872	0.09768415667
873	0.09767072804
874	0.09765693041
875	0.09762458823
876	0.09761143021
877	0.09759709655
878	0.09757457762
879	0.09754529324
880	0.0975346795
881	0.09751904999
882	0.09748853806
883	0.09747801079
884	0.09746902619
885	0.09745143019
886	0.09743226194
887	0.0974186199
888	0.09740212265
889	0.09738608971
890	0.0973636454
891	0.0973510118
892	0.0973221885
893	0.09731003749
894	0.09729117294
895	0.09725795095
896	0.09724128507
897	0.09720919892
898	0.09718090401
899	0.09715756652
900	0.09713939253
901	0.09712500129
902	0.09709376147
903	0.0970794388
904	0.09705330718
905	0.09703272974
906	0.09701546768
907	0.09698819648
908	0.0969740611
909	0.09694643937
910	0.09692530215
911	0.096906689
912	0.09688387389
913	0.09686763788
914	0.09685499865
915	0.0968432443
916	0.09683035428
917	0.09681444671
918	0.09679891417
919	0.09678443627
920	0.09677636181
921	0.09674356134
922	0.09671872513
923	0.09669671388
924	0.09668699143
925	0.09666903708
926	0.09665495026
927	0.0966432921
928	0.09660871661
929	0.09658707706
930	0.09657094503
931	0.0965551756
932	0.09653066748
933	0.096517127
934	0.09650330659
935	0.09648564772
936	0.09646343272
937	0.09645417322
938	0.09644101046
939	0.09641824991
940	0.09640005529
941	0.09636909408
942	0.09634987799
943	0.09633740666
944	0.09631932209
945	0.09629714682
946	0.09628447499
947	0.09626846897
948	0.09625848602
949	0.09624807146
950	0.09622487715
951	0.09620133041
952	0.09616860922
953	0.09615716744
954	0.09614503911
955	0.09612953317
956	0.09610986745
957	0.09609009599
958	0.09606011908
959	0.09603938819
960	0.09602879539
961	0.09600747916
962	0.09599185659
963	0.09596949715
964	0.09595395652
965	0.09592804937
966	0.09591886985
967	0.0959037379
968	0.09589234986
969	0.0958772979
970	0.09584112737
971	0.09582506035
972	0.09579494745
973	0.09576730156
974	0.09572890146
975	0.09571424356
976	0.09570156749
977	0.09568843739
978	0.09567766728
979	0.0956423961
980	0.09562323234
981	0.09560682153
982	0.09559513726
983	0.09557703194
984	0.09556657383
985	0.09554986077
986	0.09553903707
987	0.09552640994
988	0.09550258063
989	0.0954754005
990	0.09546668998
991	0.09544802176
992	0.09543267712
993	0.09541559245
994	0.09540463779
995	0.09539341763
996	0.09537942584
997	0.09536538057
998	0.09535638459
999	0.09532687746
1000	0.09531546609
1001	0.09530287842
1002	0.09528839705
1003	0.09527590649
1004	0.09525820069
1005	0.09524309169
1006	0.09522198788
1007	0.09521000532
1008	0.09520050765
1009	0.09518210718
1010	0.09517023535
1011	0.09514068557
1012	0.09513178464
1013	0.09510909817
1014	0.09508991907
1015	0.09507905693
1016	0.09505893082
1017	0.09504443804
1018	0.09502387877
1019	0.09501299736
1020	0.09498691113
1021	0.0949641414
1022	0.09494905667
1023	0.09493287938
1024	0.09491980915
1025	0.09490834041
1026	0.09490095752
1027	0.09489176807
1028	0.0948649029
1029	0.09484583717
1030	0.09481360627
1031	0.09479893659
1032	0.0947798236
1033	0.09475211421
1034	0.09473895912
1035	0.0947146056
1036	0.09468672864
1037	0.0946670969
1038	0.0946541253
1039	0.09464133415
1040	0.09463182051
1041	0.09460240609
1042	0.09458841825
1043	0.09457421011
1044	0.09456395267
1045	0.09454049849
1046	0.09451855437
1047	0.0944943653
1048	0.09448123493
1049	0.09447259815
1050	0.09446348765
1051	0.09445654666
1052	0.09444010139
1053	0.09442480687
1054	0.09440201404
1055	0.0943877744
1056	0.09436819481
1057	0.09435234862
1058	0.09433620804
1059	0.09432136255
1060	0.09430808977
1061	0.0942996398
1062	0.09428523201
1063	0.0942714546
1064	0.09425381742
1065	0.09423827702
1066	0.09420447171
1067	0.09419427913
1068	0.09418115563
1069	0.09416758285
1070	0.09415256603
1071	0.09413592476
1072	0.09412229386
1073	0.09411425863
1074	0.09410781796
1075	0.09409295976
1076	0.09408242327
1077	0.09407278999
1078	0.09406167689
1079	0.09404285572
1080	0.09402770953
1081	0.09401845364
1082	0.09400895665
1083	0.09399885283
1084	0.09398321335
1085	0.09397051334
1086	0.09395424317
1087	0.09393940289
1088	0.09392402814
1089	0.09391362365
1090	0.09389343545
1091	0.09387883196
1092	0.09386585585
1093	0.09385649756
1094	0.09383910896
1095	0.09383310868
1096	0.09382258609
1097	0.09381225332
1098	0.09379648149
1099	0.093780402
1100	0.09376220172
1101	0.0937534442
1102	0.09374407527
1103	0.09373293005
1104	0.09370617662
1105	0.09367773535
1106	0.09366871107
1107	0.09365760583
1108	0.09364762984
1109	0.093619677
1110	0.0936100478
1111	0.09360280427
1112	0.09357580538
1113	0.09356634628
1114	0.09355586641
1115	0.09354684299
1116	0.0935339261
1117	0.09351007875
1118	0.09349590781
1119	0.09346583133
1120	0.09345382393
1121	0.0934447044
1122	0.09343788584
1123	0.0934217634
1124	0.09340921816
1125	0.09339109892
1126	0.09338110192
1127	0.09336818067
1128	0.0933590881
1129	0.09333968828
1130	0.09331825386
1131	0.09330322064
1132	0.09329202402
1133	0.09328029247
1134	0.09326454461
1135	0.09325681436
1136	0.09324070879
1137	0.09321542341
1138	0.09320310866
1139	0.09319606163
1140	0.09318583299
1141	0.09317535646
1142	0.09315770536
1143	0.0931468809
1144	0.09313695084
1145	0.09312720731
1146	0.09311803588
1147	0.09310893455
1148	0.09309666488
1149	0.09308683946
1150	0.09307260952
1151	0.09305867715
1152	0.09304378684
1153	0.09302750615
1154	0.09301532126
1155	0.09300292496
1156	0.09299330891
1157	0.09298609128
1158	0.09297850445
1159	0.09297023492
1160	0.0929596283
1161	0.09294079968
1162	0.09293156455
1163	0.09292583494
1164	0.09291636755
1165	0.09290632492
1166	0.09289579797
1167	0.09288110765
1168	0.0928619237
1169	0.09285357986
1170	0.09284275409
1171	0.09283499797
1172	0.09281862427
1173	0.09280727474
1174	0.09279587618
1175	0.09278672785
1176	0.09277236007
1177	0.09276390729
1178	0.092749742
1179	0.09273960633
1180	0.0927322354
1181	0.09271833422
1182	0.09269446372
1183	0.09268387226
1184	0.09267250964
1185	0.09266272059
1186	0.09265180263
1187	0.09262062266
1188	0.09260765774
1189	0.09259627647
1190	0.09258644464
1191	0.09257965425
1192	0.0925722464
1193	0.09255827163
1194	0.09253581137
1195	0.09252879194
1196	0.09252062973
1197	0.09251183351
1198	0.09250440672
1199	0.09248620512
1200	0.09247020852
1201	0.09245238128
1202	0.09244199863
1203	0.09242888692
1204	0.09241878421
1205	0.09241027272
1206	0.09239249318
1207	0.09237981208
1208	0.09236375124
1209	0.09235634859
1210	0.09234672004
1211	0.09233571451
1212	0.09232387024
1213	0.09231450489
1214	0.09230356794
1215	0.09228864909
1216	0.09228287039
1217	0.09227554783
1218	0.09226936363
1219	0.09225831953
1220	0.09223576373
1221	0.09222402419
1222	0.09221579455
1223	0.09220632763
1224	0.09219135473
1225	0.09218271943
1226	0.09216633747
1227	0.0921598555
1228	0.09214597812
1229	0.09213605944
1230	0.09211492688
1231	0.0920995254
1232	0.0920910371
1233	0.09207980886
1234	0.09207116648
1235	0.09205560189
1236	0.09204381011
1237	0.09202283492
1238	0.09201850863
1239	0.09200786438
1240	0.09199730309
1241	0.09199024637
1242	0.09198257233
1243	0.0919722094
1244	0.09196299385
1245	0.09195783776
1246	0.09194045362
1247	0.09192265642
1248	0.09191246563
1249	0.09188031487
1250	0.09186125711
1251	0.09185600834
1252	0.09184866081
1253	0.09183907214
1254	0.09182408416
1255	0.09181467731
1256	0.09178736252
1257	0.09177810495
1258	0.09176693601
1259	0.09175743802
1260	0.09175226892
1261	0.09174050659
1262	0.09172440451
1263	0.0917128651
1264	0.09170756209
1265	0.09169418491
1266	0.09166731706
1267	0.09164548374
1268	0.09163471995
1269	0.09162555779
1270	0.09161264518
1271	0.09159370069
1272	0.0915692701
1273	0.09156171505
1274	0.09155366006
1275	0.09154722938
1276	0.09153609569
1277	0.09152750483
1278	0.09151927674
1279	0.09151165522
1280	0.09150503629
1281	0.0914831596
1282	0.09147178204
1283	0.09145946782
1284	0.09144870297
1285	0.09143684395
1286	0.09142778851
1287	0.09142062822
1288	0.09141286517
1289	0.09140455612
1290	0.09139527305
1291	0.09138776783
1292	0.09138100956
1293	0.09137379987
1294	0.09135286795
1295	0.09134768517
1296	0.09134058238
1297	0.0913262488
1298	0.09131764103
1299	0.09130762818
1300	0.091296512
1301	0.0912898207
1302	0.0912822159
1303	0.09127416239
1304	0.09126805007
1305	0.09125324275
1306	0.0912446944
1307	0.09123390203
1308	0.09122647087
1309	0.09122073006
1310	0.09121472874
1311	0.09120781993
1312	0.09119996558
1313	0.09119290945
1314	0.09118454243
1315	0.09117033575
1316	0.09115209547
1317	0.09113954655
1318	0.09113062215
1319	0.09111740137
1320	0.09110823174
1321	0.09109798904
1322	0.09109233419
1323	0.09108552599
1324	0.09107604111
1325	0.09105819544
1326	0.09104690668
1327	0.09103307078
1328	0.09102041264
1329	0.09101025481
1330	0.09099661064
1331	0.09098683688
1332	0.09097658809
1333	0.09096795581
1334	0.09095460718
1335	0.09094592763
1336	0.09092815884
1337	0.09091798328
1338	0.09091252572
1339	0.0909028243
1340	0.09089431916
1341	0.09088185793
1342	0.09086629007
1343	0.09085244978
1344	0.09084371285
1345	0.09082899515
1346	0.09081951646
1347	0.09080699997
1348	0.09079748421
1349	0.09078829781
1350	0.09078057617
1351	0.09075806171
1352	0.09075173342
1353	0.09074558615
1354	0.09073545905
1355	0.09072027946
1356	0.09070924755
1357	0.09069644782
1358	0.09068860336
1359	0.09068140152
1360	0.09067140026
1361	0.09066296611
1362	0.09065439594
1363	0.09064434817
1364	0.09063684016
1365	0.0906306319
1366	0.09061854227
1367	0.09061142726
1368	0.09058524883
1369	0.09056117884
1370	0.09055315852
1371	0.09054580338
1372	0.0905332921
1373	0.09051687381
1374	0.09050565692
1375	0.09049645659
1376	0.09048167597
1377	0.09047568576
1378	0.0904697162
1379	0.09046222975
1380	0.09044879594
1381	0.09042684177
1382	0.0904144887
1383	0.09040765792
1384	0.09040254427
1385	0.09039039622
1386	0.09037657515
1387	0.09036603837
1388	0.09035333639
1389	0.09034643806
1390	0.09033472061
1391	0.09032572201
1392	0.09032045763
1393	0.09031080085
1394	0.09029993881
1395	0.0902872917
1396	0.09027699816
1397	0.09027284826
1398	0.0902655451
1399	0.09025931793
1400	0.09025263413
1401	0.09024183779
1402	0.09023398598
1403	0.09022738037
1404	0.09021893251
1405	0.09021075267
1406	0.09020193603
1407	0.09019377777
1408	0.0901790512
1409	0.09017056186
1410	0.09015514847
1411	0.09014615082
1412	0.09013930356
1413	0.09012946
1414	0.09012058492
1415	0.09011514549
1416	0.0901094457
1417	0.09010162574
1418	0.0900952952
1419	0.09008007866
1420	0.09007304918
1421	0.09006550236
1422	0.09006021164
1423	0.09005300703
1424	0.09004320705
1425	0.09003128276
1426	0.09002668779
1427	0.09000352517
1428	0.08999494216
1429	0.08998630578
1430	0.08997311454
1431	0.08996731748
1432	0.08996041778
1433	0.08995526427
1434	0.08994725818
1435	0.08993795214
1436	0.08993098734
1437	0.08992292481
1438	0.08991647948
1439	0.08988319411
1440	0.08987607696
1441	0.08986106835
1442	0.0898568168
1443	0.08984710851
1444	0.08983510516
1445	0.08982946397
1446	0.08981603419
1447	0.08981062679
1448	0.0898036532
1449	0.08978693289
1450	0.08977945199
1451	0.08977131202
1452	0.08976734436
1453	0.08975723925
1454	0.08974411519
1455	0.08972849601
1456	0.08972308617
1457	0.08971843653
1458	0.08970481494
1459	0.08969648247
1460	0.08968478055
1461	0.08967781519
1462	0.08966832832
1463	0.08966112248
1464	0.08965377953
1465	0.08963592118
1466	0.08962773623
1467	0.08961727377
1468	0.0896100326
1469	0.08959453818
1470	0.08958285714
1471	0.08957905289
1472	0.08955253032
1473	0.08954884407
1474	0.08954043346
1475	0.08953383442
1476	0.08952913147
1477	0.08951649847
1478	0.08950622438
1479	0.08950063419
1480	0.08949395648
1481	0.08948134649
1482	0.08947367331
1483	0.0894641464
1484	0.08945604476
1485	0.08945014025
1486	0.0894442076
1487	0.08943527962
1488	0.08942938858
1489	0.08942345348
1490	0.08941410129
1491	0.08941002623
1492	0.08940309719
1493	0.08939751341
1494	0.08938892993
1495	0.08938233423
1496	0.08936611017
1497	0.08934777573
1498	0.0893359355
1499	0.08933060865
1500	0.08932587027
1501	0.08931842677
1502	0.08931037188
1503	0.08930170289
1504	0.08929685213
1505	0.08928073863
1506	0.08925983651
1507	0.08924015278
