iter	Passed	Remaining
391	26858	658315
392	26911	657870
393	26975	657678
394	27030	657285
395	27096	657162
396	27155	656868
397	27228	656907
398	27294	656766
399	27344	656270
400	27420	656377
401	27484	656217
402	27551	656108
403	27617	655982
404	27670	655546
405	27725	655171
406	27786	654919
407	27862	655031
408	27952	655491
409	28016	655318
410	28084	655245
411	28141	654903
412	28219	655061
413	28299	655269
414	28377	655420
415	28479	656118
416	28555	656228
417	28628	656254
418	28700	656266
419	28760	656006
420	28853	656496
421	28909	656145
422	28990	656357
423	29084	656875
424	29187	657574
425	29246	657287
426	29297	656816
427	29361	656650
428	29431	656626
429	29479	656085
430	29553	656143
431	29627	656204
432	29699	656200
433	29760	655964
434	29854	656447
435	29937	656694
436	30021	656964
437	30098	657071
438	30161	656878
439	30231	656856
440	30299	656773
441	30404	657478
442	30475	657463
443	30547	657470
444	30606	657170
445	30661	656823
446	30732	656799
447	30805	656817
448	30870	656665
449	30932	656453
450	31001	656393
451	31059	656102
452	31121	655895
453	31180	655606
454	31246	655479
455	31297	655047
456	31370	655066
457	31447	655177
458	31528	655371
459	31599	655335
460	31666	655235
461	31738	655248
462	31822	655489
463	31879	655171
464	31952	655204
465	32014	654986
466	32142	656143
467	32206	655967
468	32260	655587
469	32319	655336
470	32407	655656
471	32477	655595
472	32545	655524
473	32598	655132
474	32666	655042
475	32726	654808
476	32788	654608
477	32849	654384
478	32919	654334
479	32991	654333
480	33070	654474
481	33121	654041
482	33176	653711
483	33233	653409
484	33319	653684
485	33379	653433
486	33449	653406
487	33508	653149
488	33593	653380
489	33669	653458
490	33727	653194
491	33782	652851
492	33855	652874
493	33936	653044
494	34053	653894
495	34122	653823
496	34192	653789
497	34261	653714
498	34322	653506
499	34370	653030
500	34437	652933
501	34501	652788
502	34582	652946
503	34647	652805
504	34705	652539
505	34775	652488
506	34830	652163
507	34897	652064
508	34965	651983
509	35022	651698
510	35094	651685
511	35140	651200
512	35202	651012
513	35264	650819
514	35326	650620
515	35401	650677
516	35482	650834
517	35554	650827
518	35630	650889
519	35693	650720
520	35822	651754
521	35960	652931
522	36041	653096
523	36099	652813
524	36172	652831
525	36232	652594
526	36304	652587
527	36383	652700
528	36461	652789
529	36538	652863
530	36626	653131
531	36680	652805
532	36747	652691
533	36807	652477
534	36894	652727
535	36951	652445
536	37019	652365
537	37069	651962
538	37132	651775
539	37200	651700
540	37264	651546
541	37320	651241
542	37407	651491
543	37481	651508
544	37561	651633
545	37616	651326
546	37699	651509
547	37757	651254
548	37866	651860
549	37916	651467
550	37974	651225
551	38056	651369
552	38123	651270
553	38188	651128
554	38262	651145
555	38327	651008
556	38409	651160
557	38470	650964
558	38522	650608
559	38588	650487
560	38655	650382
561	38713	650146
562	38764	649769
563	38824	649554
564	38889	649424
565	39001	650069
566	39078	650138
567	39150	650120
568	39205	649825
569	39280	649842
570	39334	649538
571	39406	649515
572	39466	649296
573	39522	649015
574	39599	649094
575	39697	649499
576	39782	649682
577	39835	649365
578	39904	649296
579	39966	649113
580	40029	648940
581	40077	648540
582	40133	648262
583	40199	648140
584	40276	648211
585	40324	647814
586	40391	647714
587	40448	647456
588	40498	647084
589	40567	647024
590	40624	646768
591	40690	646648
592	40754	646505
593	40814	646305
594	40897	646454
595	40958	646261
596	41034	646317
597	41105	646278
598	41162	646027
599	41221	645809
600	41287	645698
601	41358	645664
602	41438	645763
603	41524	645963
604	41578	645663
605	41645	645576
606	41695	645221
607	41760	645092
608	41836	645128
609	41907	645100
610	41977	645050
611	42034	644801
612	42087	644488
613	42140	644185
614	42194	643901
615	42257	643735
616	42332	643773
617	42391	643560
618	42445	643268
619	42506	643084
620	42581	643106
621	42637	642857
622	42709	642833
623	42790	642950
624	42872	643090
625	42930	642853
626	43017	643070
627	43082	642946
628	43158	642988
629	43231	642985
630	43351	643671
631	43425	643692
632	43476	643351
633	43536	643157
634	43619	643299
635	43689	643254
636	43764	643269
637	43828	643139
638	43895	643048
639	43959	642914
640	44023	642765
641	44080	642537
642	44145	642409
643	44192	642024
644	44254	641868
645	44323	641804
646	44399	641841
647	44473	641852
648	44549	641887
649	44609	641684
650	44679	641638
651	44751	641620
652	44809	641401
653	44862	641111
654	44918	640863
655	45015	641199
656	45067	640886
657	45121	640618
658	45187	640509
659	45257	640460
660	45307	640137
661	45368	639951
662	45436	639884
663	45503	639796
664	45564	639619
665	45624	639432
666	45670	639045
667	45716	638662
668	45768	638361
669	45820	638064
670	45881	637898
671	45937	637660
672	45987	637333
673	46046	637138
674	46127	637236
675	46194	637154
676	46265	637125
677	46324	636929
678	46412	637128
679	46490	637198
680	46568	637263
681	46623	636999
682	46693	636965
683	46752	636764
684	46828	636804
685	46939	637308
686	47006	637225
687	47076	637170
688	47130	636917
689	47191	636740
690	47264	636739
691	47335	636709
692	47412	636746
693	47463	636444
694	47522	636256
695	47582	636080
696	47645	635931
697	47701	635700
698	47759	635492
699	47824	635384
700	47926	635755
701	47987	635601
702	48049	635440
703	48123	635449
704	48196	635436
705	48270	635447
706	48337	635364
707	48399	635214
708	48453	634956
709	48527	634959
710	48604	635005
711	48696	635243
712	48760	635120
713	48822	634967
714	48889	634886
715	48956	634788
716	49022	634700
717	49084	634537
718	49155	634512
719	49229	634513
720	49293	634385
721	49335	633982
722	49394	633795
723	49458	633670
724	49518	633500
725	49564	633139
726	49622	632944
727	49682	632764
728	49729	632429
729	49800	632401
730	49873	632394
731	49928	632153
732	50001	632148
733	50070	632087
734	50152	632194
735	50224	632176
736	50301	632215
737	50363	632069
738	50438	632084
739	50545	632497
740	50616	632465
741	50690	632470
742	50760	632419
743	50822	632280
744	50895	632260
745	50944	631958
746	51008	631831
747	51127	632400
748	51191	632269
749	51257	632175
750	51305	631857
751	51353	631536
752	51402	631239
753	51464	631087
754	51526	630941
755	51594	630873
756	51656	630729
757	51730	630725
758	51791	630569
759	51851	630407
760	51928	630439
761	51997	630388
762	52055	630197
763	52108	629942
764	52180	629915
765	52268	630091
766	52337	630032
767	52407	629981
768	52468	629822
769	52537	629767
770	52589	629505
771	52643	629264
772	52700	629060
773	52755	628835
774	52809	628604
775	52883	628605
776	52946	628479
777	52992	628146
778	53048	627933
779	53113	627829
780	53178	627720
781	53242	627604
782	53310	627535
783	53364	627300
784	53439	627321
785	53497	627128
786	53567	627087
787	53630	626963
788	53697	626877
789	53752	626660
790	53828	626683
791	53881	626440
792	53958	626475
793	54030	626458
794	54111	626537
795	54187	626555
796	54243	626352
797	54307	626233
798	54359	625983
799	54422	625862
800	54478	625652
801	54525	625348
802	54589	625234
803	54673	625345
804	54733	625182
805	54781	624890
806	54848	624808
807	54896	624519
808	54958	624375
809	55008	624103
810	55056	623814
811	55123	623733
812	55192	623680
813	55249	623485
814	55326	623527
815	55387	623375
816	55458	623343
817	55540	623440
818	55626	623574
819	55717	623758
820	55805	623922
821	55916	624333
822	56003	624478
823	56080	624503
824	56152	624487
825	56207	624273
826	56263	624074
827	56313	623803
828	56381	623730
829	56453	623703
830	56508	623495
831	56553	623171
832	56615	623047
833	56676	622902
834	56742	622813
835	56809	622734
836	56878	622675
837	56928	622413
838	56977	622132
839	57027	621870
840	57092	621771
841	57165	621757
842	57246	621833
843	57325	621886
844	57413	622032
845	57480	621953
846	57547	621880
847	57610	621762
848	57673	621633
849	57748	621646
850	57849	621931
851	57907	621756
852	57963	621563
853	58027	621450
854	58078	621206
855	58130	620963
856	58186	620769
857	58250	620660
858	58325	620670
859	58399	620667
860	58463	620554
861	58510	620261
862	58568	620095
863	58621	619868
864	58685	619758
865	58754	619708
866	58817	619586
867	58906	619735
868	58990	619843
869	59065	619843
870	59145	619909
871	59227	619985
872	59290	619864
873	59421	620453
874	59545	620970
875	59617	620943
876	59689	620917
877	59761	620892
878	59880	621355
879	59957	621380
880	60009	621138
881	60075	621050
882	60139	620936
883	60209	620897
884	60272	620772
885	60329	620589
886	60391	620460
887	60441	620209
888	60492	619959
889	60539	619679
890	60596	619500
891	60656	619347
892	60705	619089
893	60764	618930
894	60816	618692
895	60871	618495
896	60942	618465
897	61017	618460
898	61095	618496
899	61151	618308
900	61222	618274
901	61290	618209
902	61345	618011
903	61395	617756
904	61468	617745
905	61535	617662
906	61647	618035
907	61714	617957
908	61783	617898
909	61854	617869
910	61922	617802
911	61971	617536
912	62036	617440
913	62103	617368
914	62155	617135
915	62223	617076
916	62293	617025
917	62370	617048
918	62432	616915
919	62490	616750
920	62551	616616
921	62621	616567
922	62698	616587
923	62755	616414
924	62834	616459
925	62910	616468
926	62987	616492
927	63063	616497
928	63120	616321
929	63189	616264
930	63266	616283
931	63359	616467
932	63425	616373
933	63475	616132
934	63543	616066
935	63607	615964
936	63673	615877
937	63739	615788
938	63796	615611
939	63853	615438
940	63915	615318
941	63973	615147
942	64036	615038
943	64085	614782
944	64160	614791
945	64249	614917
946	64325	614933
947	64379	614728
948	64460	614782
949	64516	614606
950	64579	614490
951	64652	614475
952	64733	614522
953	64799	614437
954	64911	614785
955	64987	614798
956	65072	614887
957	65158	614991
958	65231	614971
959	65295	614869
960	65363	614800
961	65417	614595
962	65498	614650
963	65551	614447
964	65613	614315
965	65683	614273
966	65746	614159
967	65814	614088
968	65886	614059
969	65942	613879
970	66005	613765
971	66075	613717
972	66140	613613
973	66226	613721
974	66292	613630
975	66372	613668
976	66463	613815
977	66530	613738
978	66621	613880
979	66684	613772
980	66771	613876
981	66874	614127
982	66959	614219
983	67032	614196
984	67100	614122
985	67149	613877
986	67220	613836
987	67282	613716
988	67361	613749
989	67437	613751
990	67500	613632
991	67545	613358
992	67601	613174
993	67651	612946
994	67715	612838
995	67762	612582
996	67830	612518
997	67900	612464
998	67972	612433
999	68047	612423
1000	68129	612483
1001	68227	612682
1002	68314	612790
1003	68390	612788
1004	68455	612690
1005	68519	612586
1006	68593	612577
1007	68695	612811
1008	68773	612828
1009	68840	612752
1010	68909	612685
1011	68975	612604
1012	69041	612514
1013	69104	612398
1014	69172	612327
1015	69235	612220
1016	69289	612023
1017	69352	611913
1018	69415	611799
1019	69477	611677
1020	69541	611572
1021	69602	611440
1022	69700	611631
1023	69768	611562
1024	69852	611639
1025	69929	611644
1026	69986	611477
1027	70058	611447
1028	70137	611471
1029	70211	611457
1030	70293	611506
1031	70364	611459
1032	70456	611599
1033	70532	611597
1034	70582	611370
1035	70645	611258
1036	70713	611191
1037	70775	611071
1038	70847	611033
1039	70898	610818
1040	70984	610903
1041	71050	610811
1042	71100	610592
1043	71152	610387
1044	71217	610293
1045	71280	610176
1046	71349	610117
1047	71394	609848
1048	71473	609873
1049	71550	609879
1050	71611	609754
1051	71686	609746
1052	71757	609698
1053	71833	609697
1054	71898	609603
1055	71958	609465
1056	72035	609472
1057	72106	609431
1058	72194	609530
1059	72299	609772
1060	72377	609787
1061	72431	609601
1062	72500	609533
1063	72563	609425
1064	72631	609358
1065	72703	609317
1066	72766	609204
1067	72832	609122
1068	72900	609051
1069	72974	609029
1070	73042	608958
1071	73088	608710
1072	73144	608541
1073	73175	608163
1074	73232	608003
1075	73282	607785
1076	73337	607600
1077	73402	607507
1078	73479	607517
1079	73517	607201
1080	73630	607504
1081	73689	607355
1082	73784	607516
1083	73875	607633
1084	73953	607648
1085	74014	607522
1086	74094	607547
1087	74155	607424
1088	74264	607684
1089	74330	607598
1090	74399	607540
1091	74456	607376
1092	74515	607238
1093	74564	607012
1094	74630	606927
1095	74685	606750
1096	74754	606691
1097	74817	606576
1098	74867	606361
1099	74929	606251
1100	74979	606036
1101	75032	605841
1102	75099	605767
1103	75160	605642
1104	75222	605521
1105	75274	605326
1106	75349	605318
1107	75418	605253
1108	75493	605237
1109	75548	605065
1110	75587	604771
1111	75660	604743
1112	75717	604585
1113	75789	604543
1114	75867	604559
1115	75957	604668
1116	76029	604625
1117	76093	604530
1118	76168	604517
1119	76227	604373
1120	76289	604258
1121	76337	604032
1122	76403	603944
1123	76462	603807
1124	76530	603741
1125	76601	603694
1126	76676	603684
1127	76699	603257
1128	76756	603110
1129	76821	603012
1130	76872	602816
1131	76939	602738
1132	76998	602601
1133	77044	602357
1134	77114	602305
1135	77181	602234
1136	77264	602279
1137	77356	602398
1138	77432	602394
1139	77506	602371
1140	77586	602396
1141	77660	602378
1142	77721	602258
1143	77804	602306
1144	77904	602484
1145	77951	602256
1146	78018	602174
1147	78085	602104
1148	78134	601884
1149	78188	601707
1150	78242	601538
1151	78298	601377
1152	78344	601139
1153	78420	601133
1154	78486	601051
1155	78533	600820
1156	78594	600698
1157	78655	600583
1158	78797	601076
1159	78827	600719
1160	78895	600650
1161	78955	600525
1162	79025	600474
1163	79097	600433
1164	79179	600469
1165	79250	600424
1166	79311	600307
1167	79378	600232
1168	79452	600208
1169	79524	600169
1170	79589	600078
1171	79681	600194
1172	79735	600023
1173	79801	599936
1174	79854	599760
1175	79918	599662
1176	79971	599478
1177	80037	599400
1178	80091	599225
1179	80162	599178
1180	80231	599117
1181	80302	599079
1182	80367	598985
1183	80418	598792
1184	80484	598710
1185	80531	598483
1186	80579	598267
1187	80639	598143
1188	80710	598100
1189	80781	598056
1190	80850	597995
1191	80925	597977
1192	81004	597996
1193	81059	597834
1194	81124	597743
1195	81194	597687
1196	81254	597563
1197	81325	597519
1198	81403	597525
1199	81486	597566
1200	81553	597491
1201	81616	597392
1202	81682	597310
1203	81732	597107
1204	81785	596933
1205	81851	596849
1206	81917	596765
1207	81979	596655
1208	82058	596668
1209	82120	596564
1210	82180	596433
1211	82244	596342
1212	82306	596227
1213	82357	596040
1214	82419	595931
1215	82478	595799
1216	82543	595706
1217	82611	595645
1218	82719	595865
1219	82788	595803
1220	82864	595794
1221	82943	595805
1222	83014	595760
1223	83093	595777
1224	83175	595811
1225	83253	595812
1226	83356	595995
1227	83425	595937
1228	83485	595812
1229	83550	595719
1230	83635	595774
1231	83718	595812
1232	83783	595723
1233	83846	595622
1234	83931	595676
1235	83992	595555
1236	84061	595498
1237	84129	595427
1238	84180	595244
1239	84235	595084
1240	84305	595027
1241	84353	594822
1242	84408	594662
1243	84492	594705
1244	84561	594649
1245	84653	594750
1246	84745	594846
1247	84814	594785
1248	84903	594868
1249	84994	594958
1250	85108	595216
1251	85230	595526
1252	85306	595508
1253	85381	595494
1254	85454	595458
1255	85520	595372
1256	85579	595246
1257	85661	595275
1258	85754	595374
1259	85834	595395
1260	85906	595348
1261	86017	595581
1262	86160	596031
1263	86227	595948
1264	86293	595866
1265	86374	595885
1266	86435	595771
1267	86509	595739
1268	86602	595844
1269	86677	595820
1270	86729	595644
1271	86782	595466
1272	86858	595458
1273	86931	595419
1274	87037	595609
1275	87094	595467
1276	87181	595524
1277	87231	595331
1278	87315	595370
1279	87388	595332
1280	87465	595322
1281	87576	595550
1282	87700	595859
1283	87772	595815
1284	87822	595624
1285	87890	595553
1286	87945	595392
1287	88004	595258
1288	88057	595086
1289	88116	594953
1290	88182	594875
1291	88261	594878
1292	88319	594741
1293	88386	594664
1294	88441	594506
1295	88530	594574
1296	88610	594582
1297	88670	594460
1298	88737	594382
1299	88806	594318
1300	88868	594211
1301	88957	594278
1302	89048	594360
1303	89097	594164
1304	89166	594100
1305	89245	594104
1306	89302	593959
1307	89370	593888
1308	89441	593840
1309	89505	593741
1310	89565	593622
1311	89623	593480
1312	89684	593363
1313	89748	593269
1314	89799	593086
1315	89867	593016
1316	89938	592967
1317	90003	592877
1318	90053	592684
1319	90105	592510
1320	90187	592531
1321	90245	592397
1322	90324	592398
1323	90380	592248
1324	90461	592268
1325	90514	592095
1326	90569	591945
1327	90646	591931
1328	90724	591926
1329	90831	592114
1330	90886	591957
1331	90951	591866
1332	91017	591785
1333	91085	591717
1334	91140	591562
1335	91209	591493
1336	91274	591404
1337	91335	591292
1338	91408	591253
1339	91455	591046
1340	91506	590870
1341	91572	590785
1342	91640	590717
1343	91705	590628
1344	91773	590557
1345	91842	590495
1346	91911	590429
1347	91985	590401
1348	92063	590394
1349	92134	590345
1350	92204	590287
1351	92293	590351
1352	92371	590342
1353	92458	590395
1354	92521	590292
1355	92615	590390
1356	92728	590602
1357	92789	590493
1358	92860	590442
1359	92930	590380
1360	93001	590327
1361	93069	590261
1362	93125	590114
1363	93199	590084
1364	93261	589973
1365	93323	589864
1366	93393	589807
1367	93453	589683
1368	93517	589592
1369	93579	589485
1370	93644	589393
1371	93678	589110
1372	93737	588985
1373	93814	588970
1374	93881	588892
1375	93947	588813
1376	94026	588810
1377	94086	588688
1378	94140	588531
1379	94217	588520
1380	94281	588422
1381	94356	588399
1382	94433	588382
1383	94537	588538
1384	94611	588504
1385	94678	588429
1386	94752	588394
1387	94824	588349
1388	94883	588224
1389	94932	588037
1390	95010	588026
1391	95076	587942
1392	95136	587822
1393	95184	587632
1394	95245	587518
1395	95296	587344
1396	95360	587249
1397	95431	587195
1398	95495	587105
1399	95562	587029
1400	95683	587282
1401	95775	587357
1402	95861	587399
1403	95936	587372
1404	96005	587305
1405	96098	587388
1406	96184	587429
1407	96276	587505
1408	96367	587576
1409	96442	587549
1410	96514	587498
1411	96575	587387
1412	96638	587284
1413	96711	587246
1414	96770	587122
1415	96856	587160
1416	96936	587160
1417	96983	586960
1418	97049	586880
1419	97117	586811
1420	97182	586719
1421	97252	586658
1422	97315	586558
1423	97384	586496
1424	97443	586373
1425	97541	586479
1426	97615	586444
1427	97695	586446
1428	97787	586521
1429	97885	586627
1430	98061	587203
1431	98159	587309
1432	98264	587462
1433	98339	587431
1434	98405	587344
1435	98458	587184
1436	98527	587120
1437	98593	587037
1438	98666	586992
1439	98737	586940
1440	98793	586797
1441	98859	586710
1442	98923	586616
1443	98987	586522
1444	99039	586355
1445	99089	586178
1446	99156	586097
1447	99201	585888
1448	99264	585788
1449	99328	585698
1450	99390	585588
1451	99465	585560
1452	99540	585531
1453	99598	585396
1454	99677	585392
1455	99759	585399
1456	99845	585435
1457	99918	585394
1458	100014	585484
1459	100102	585531
1460	100201	585639
1461	100279	585623
1462	100338	585503
1463	100406	585431
1464	100479	585385
1465	100547	585317
1466	100622	585281
1467	100700	585268
1468	100772	585220
1469	100844	585169
1470	100902	585040
1471	100949	584849
1472	101011	584744
1473	101061	584563
1474	101171	584738
1475	101223	584573
1476	101286	584469
1477	101343	584338
1478	101420	584314
1479	101497	584298
1480	101562	584206
1481	101638	584184
1482	101728	584237
1483	101791	584133
1484	101862	584082
1485	101944	584088
1486	102037	584157
1487	102165	584432
1488	102308	584784
1489	102369	584672
1490	102444	584638
1491	102513	584576
1492	102578	584481
1493	102642	584386
1494	102725	584403
1495	102805	584397
1496	102871	584312
1497	102922	584144
1498	102981	584019
1499	103045	583927
1500	103109	583831
1501	103173	583734
1502	103248	583699
1503	103311	583600
1504	103392	583599
1505	103463	583542
1506	103543	583537
1507	103614	583481
1508	103726	583659
1509	103787	583549
1510	103860	583502
1511	103921	583392
1512	103988	583309
1513	104068	583306
1514	104121	583147
1515	104178	583015
1516	104249	582956
1517	104319	582898
1518	104386	582816
1519	104449	582720
1520	104521	582665
1521	104585	582573
1522	104650	582485
1523	104748	582578
1524	104813	582489
1525	104893	582482
1526	104946	582324
1527	105010	582231
1528	105063	582075
1529	105126	581975
1530	105158	581705
1531	105206	581521
1532	105288	581525
1533	105347	581403
1534	105412	581315
1535	105497	581334
1536	105642	581686
1537	105749	581827
1538	105826	581804
1539	105880	581655
1540	105959	581641
1541	106063	581769
1542	106125	581660
1543	106193	581589
1544	106277	581602
1545	106333	581465
1546	106398	581377
1547	106476	581358
1548	106555	581343
1549	106626	581287
1550	106706	581279
1551	106764	581149
1552	106822	581024
1553	106881	580901
1554	106954	580855
1555	107012	580727
1556	107085	580681
1557	107155	580622
1558	107243	580656
1559	107326	580662
1560	107401	580626
1561	107481	580620
1562	107579	580710
1563	107653	580666
1564	107715	580561
1565	107849	580844
1566	107945	580920
1567	108039	580985
1568	108095	580850
1569	108166	580790
1570	108235	580725
1571	108300	580632
1572	108369	580563
1573	108442	580516
1574	108498	580381
1575	108552	580230
1576	108637	580247
1577	108706	580180
1578	108773	580102
1579	108841	580026
1580	108908	579950
1581	108975	579872
1582	109038	579770
1583	109082	579567
1584	109134	579410
1585	109193	579287
1586	109290	579370
1587	109346	579235
1588	109424	579214
1589	109483	579094
1590	109569	579114
1591	109622	578961
1592	109684	578854
1593	109755	578795
1594	109863	578938
1595	109934	578875
1596	109989	578736
1597	110055	578654
1598	110126	578592
1599	110196	578532
1600	110288	578585
1601	110362	578543
1602	110448	578564
1603	110523	578528
1604	110610	578552
1605	110662	578394
1606	110733	578334
1607	110783	578166
1608	110853	578106
1609	110906	577953
1610	110985	577938
1611	111067	577935
1612	111142	577897
1613	111226	577909
1614	111323	577987
1615	111389	577901
1616	111472	577905
1617	111535	577805
1618	111605	577740
1619	111676	577685
1620	111792	577856
1621	111871	577844
1622	111946	577803
1623	111999	577652
1624	112077	577630
1625	112150	577582
1626	112232	577580
1627	112313	577571
1628	112392	577557
1629	112452	577439
1630	112516	577346
1631	112582	577261
1632	112644	577158
1633	112692	576978
1634	112758	576897
1635	112826	576820
1636	112878	576666
1637	112933	576524
1638	113006	576478
1639	113092	576497
1640	113221	576733
1641	113284	576632
1642	113368	576640
1643	113450	576635
1644	113530	576623
1645	113620	576662
1646	113718	576738
1647	113766	576563
1648	113833	576487
1649	113887	576341
1650	113939	576183
1651	113994	576045
1652	114060	575961
1653	114131	575903
1654	114195	575805
1655	114249	575663
1656	114300	575502
1657	114345	575312
1658	114398	575162
1659	114452	575019
1660	114517	574933
1661	114584	574853
1662	114651	574773
1663	114716	574683
1664	114778	574582
