iter	Passed	Remaining
2582	179143	514404
2583	179245	514428
2584	179345	514447
2585	179448	514474
2586	179553	514507
2587	179626	514447
2588	179683	514342
2589	179765	514308
2590	179844	514268
2591	179896	514149
2592	179980	514121
2593	180030	513997
2594	180103	513937
2595	180176	513876
2596	180253	513830
2597	180313	513733
2598	180366	513618
2599	180427	513524
2600	180478	513401
2601	180526	513273
2602	180578	513154
2603	180625	513021
2604	180680	512910
2605	180726	512775
2606	180790	512691
2607	180853	512604
2608	180912	512503
2609	180992	512465
2610	181049	512360
2611	181121	512298
2612	181197	512249
2613	181257	512153
2614	181320	512065
2615	181386	511986
2616	181458	511924
2617	181534	511875
2618	181639	511905
2619	181706	511828
2620	181777	511766
2621	181844	511690
2622	181910	511609
2623	181977	511534
2624	182052	511480
2625	182115	511393
2626	182187	511332
2627	182234	511199
2628	182290	511094
2629	182353	511006
2630	182416	510918
2631	182488	510856
2632	182589	510875
2633	182659	510809
2634	182721	510719
2635	182794	510660
2636	182870	510609
2637	182955	510584
2638	183014	510485
2639	183093	510442
2640	183171	510396
2641	183248	510347
2642	183326	510304
2643	183404	510257
2644	183463	510161
2645	183542	510116
2646	183631	510103
2647	183698	510027
2648	183775	509979
2649	183843	509905
2650	183913	509838
2651	183962	509713
2652	184030	509639
2653	184105	509586
2654	184158	509469
2655	184224	509392
2656	184295	509327
2657	184361	509247
2658	184405	509107
2659	184455	508985
2660	184532	508938
2661	184585	508823
2662	184638	508707
2663	184722	508680
2664	184815	508675
2665	184897	508640
2666	184964	508566
2667	185020	508459
2668	185077	508356
2669	185129	508239
2670	185232	508261
2671	185300	508189
2672	185374	508133
2673	185462	508115
2674	185586	508195
2675	185662	508143
2676	185772	508185
2677	185853	508148
2678	185927	508091
2679	186006	508048
2680	186074	507973
2681	186155	507937
2682	186248	507930
2683	186316	507859
2684	186421	507885
2685	186480	507786
2686	186552	507724
2687	186619	507650
2688	186705	507625
2689	186780	507571
2690	186862	507536
2691	186958	507538
2692	187016	507436
2693	187092	507387
2694	187176	507355
2695	187244	507283
2696	187333	507265
2697	187411	507219
2698	187476	507139
2699	187532	507032
2700	187596	506949
2701	187665	506878
2702	187746	506839
2703	187826	506799
2704	187918	506790
2705	187979	506697
2706	188051	506634
2707	188110	506535
2708	188176	506459
2709	188244	506385
2710	188310	506305
2711	188360	506184
2712	188425	506102
2713	188486	506009
2714	188545	505912
2715	188621	505861
2716	188693	505799
2717	188763	505730
2718	188845	505695
2719	188918	505633
2720	189019	505649
2721	189095	505596
2722	189149	505486
2723	189211	505397
2724	189288	505347
2725	189344	505242
2726	189400	505136
2727	189451	505018
2728	189507	504913
2729	189575	504839
2730	189645	504772
2731	189715	504705
2732	189773	504603
2733	189846	504544
2734	189899	504430
2735	189968	504361
2736	190024	504255
2737	190068	504119
2738	190148	504076
2739	190209	503985
2740	190277	503911
2741	190336	503815
2742	190388	503700
2743	190436	503575
2744	190510	503516
2745	190579	503446
2746	190722	503570
2747	190781	503475
2748	190843	503385
2749	190913	503316
2750	190983	503249
2751	191035	503133
2752	191110	503078
2753	191167	502977
2754	191227	502882
2755	191302	502828
2756	191408	502854
2757	191464	502750
2758	191536	502687
2759	191595	502590
2760	191648	502479
2761	191701	502365
2762	191748	502238
2763	191811	502150
2764	191872	502061
2765	191943	501994
2766	191994	501878
2767	192078	501846
2768	192150	501784
2769	192222	501720
2770	192274	501607
2771	192341	501530
2772	192401	501438
2773	192454	501326
2774	192530	501273
2775	192584	501162
2776	192658	501107
2777	192717	501010
2778	192801	500977
2779	192874	500918
2780	192951	500868
2781	193033	500831
2782	193102	500761
2783	193175	500702
2784	193236	500609
2785	193315	500567
2786	193390	500511
2787	193454	500427
2788	193527	500368
2789	193592	500286
2790	193654	500199
2791	193718	500116
2792	193788	500049
2793	193861	499988
2794	193932	499922
2795	193997	499842
2796	194069	499778
2797	194133	499695
2798	194210	499646
2799	194256	499516
2800	194304	499393
2801	194362	499293
2802	194412	499175
2803	194487	499119
2804	194554	499043
2805	194615	498954
2806	194695	498912
2807	194756	498820
2808	194837	498782
2809	194908	498716
2810	194981	498656
2811	195041	498561
2812	195128	498539
2813	195224	498537
2814	195280	498432
2815	195330	498314
2816	195397	498238
2817	195460	498153
2818	195531	498089
2819	195584	497978
2820	195643	497882
2821	195712	497810
2822	195771	497715
2823	195834	497631
2824	195900	497553
2825	195957	497451
2826	196016	497357
2827	196081	497275
2828	196141	497183
2829	196198	497082
2830	196266	497008
2831	196329	496924
2832	196400	496859
2833	196452	496746
2834	196509	496644
2835	196599	496628
2836	196682	496594
2837	196733	496479
2838	196804	496412
2839	196881	496363
2840	196938	496264
2841	196997	496168
2842	197093	496166
2843	197157	496083
2844	197214	495983
2845	197271	495881
2846	197340	495811
2847	197405	495731
2848	197477	495669
2849	197529	495556
2850	197596	495480
2851	197665	495410
2852	197728	495325
2853	197781	495215
2854	197847	495138
2855	197918	495073
2856	197979	494984
2857	198023	494852
2858	198076	494739
2859	198145	494670
2860	198227	494634
2861	198303	494580
2862	198383	494538
2863	198509	494610
2864	198575	494533
2865	198650	494477
2866	198703	494366
2867	198773	494299
2868	198854	494260
2869	198936	494222
2870	199006	494155
2871	199070	494071
2872	199134	493989
2873	199199	493908
2874	199256	493809
2875	199327	493744
2876	199400	493684
2877	199470	493616
2878	199551	493576
2879	199620	493507
2880	199687	493432
2881	199746	493336
2882	199797	493221
2883	199861	493140
2884	199922	493050
2885	199966	492918
2886	200028	492831
2887	200081	492720
2888	200167	492693
2889	200226	492599
2890	200305	492554
2891	200391	492526
2892	200458	492449
2893	200538	492406
2894	200598	492314
2895	200668	492248
2896	200734	492170
2897	200808	492112
2898	200924	492156
2899	200992	492084
2900	201043	491971
2901	201096	491861
2902	201147	491748
2903	201200	491639
2904	201268	491566
2905	201332	491484
2906	201407	491427
2907	201455	491306
2908	201519	491226
2909	201578	491130
2910	201652	491072
2911	201713	490984
2912	201775	490896
2913	201823	490775
2914	201885	490688
2915	201955	490620
2916	202047	490607
2917	202132	490575
2918	202205	490516
2919	202277	490452
2920	202351	490396
2921	202406	490292
2922	202475	490221
2923	202546	490155
2924	202632	490129
2925	202706	490070
2926	202784	490023
2927	202836	489910
2928	202909	489850
2929	202966	489751
2930	203026	489661
2931	203093	489585
2932	203177	489551
2933	203237	489459
2934	203282	489332
2935	203340	489235
2936	203405	489156
2937	203453	489036
2938	203526	488976
2939	203598	488913
2940	203667	488844
2941	203745	488796
2942	203811	488718
2943	203909	488718
2944	203989	488674
2945	204065	488620
2946	204124	488527
2947	204196	488464
2948	204280	488430
2949	204357	488379
2950	204433	488325
2951	204484	488212
2952	204549	488133
2953	204618	488063
2954	204675	487965
2955	204735	487875
2956	204806	487808
2957	204858	487698
2958	204920	487612
2959	204968	487493
2960	205034	487415
2961	205096	487329
2962	205147	487217
2963	205208	487127
2964	205272	487046
2965	205328	486946
2966	205384	486844
2967	205442	486749
2968	205500	486654
2969	205559	486560
2970	205642	486523
2971	205715	486463
2972	205773	486367
2973	205839	486290
2974	205911	486229
2975	205984	486168
2976	206043	486073
2977	206112	486004
2978	206188	485952
2979	206280	485935
2980	206336	485836
2981	206388	485726
2982	206440	485616
2983	206509	485545
2984	206561	485436
2985	206627	485359
2986	206694	485285
2987	206758	485203
2988	206814	485105
2989	206883	485034
2990	206950	484960
2991	207016	484882
2992	207094	484835
2993	207155	484745
2994	207204	484630
2995	207254	484516
2996	207304	484402
2997	207372	484331
2998	207437	484251
2999	207489	484142
3000	207575	484111
3001	207645	484044
3002	207699	483940
3003	207762	483856
3004	207834	483794
3005	207897	483709
3006	207978	483668
3007	208057	483622
3008	208140	483585
3009	208190	483472
3010	208262	483409
3011	208329	483335
3012	208404	483279
3013	208455	483169
3014	208536	483126
3015	208602	483049
3016	208666	482968
3017	208725	482875
3018	208783	482781
3019	208850	482707
3020	208915	482628
3021	208974	482535
3022	209023	482421
3023	209098	482364
3024	209175	482314
3025	209254	482268
3026	209345	482248
3027	209415	482181
3028	209496	482139
3029	209550	482036
3030	209645	482024
3031	209710	481946
3032	209803	481933
3033	209873	481865
3034	209939	481788
3035	209987	481671
3036	210056	481602
3037	210120	481519
3038	210171	481410
3039	210237	481332
3040	210292	481231
3041	210347	481131
3042	210412	481050
3043	210467	480949
3044	210524	480854
3045	210591	480779
3046	210656	480699
3047	210721	480621
3048	210795	480564
3049	210867	480501
3050	210922	480400
3051	210993	480334
3052	211088	480325
3053	211167	480277
3054	211245	480229
3055	211326	480187
3056	211407	480144
3057	211504	480139
3058	211557	480031
3059	211618	479944
3060	211666	479827
3061	211729	479745
3062	211793	479663
3063	211858	479585
3064	211923	479507
3065	211988	479428
3066	212027	479290
3067	212091	479209
3068	212159	479139
3069	212205	479018
3070	212266	478930
3071	212333	478855
3072	212401	478785
3073	212462	478696
3074	212529	478623
3075	212580	478512
3076	212659	478466
3077	212729	478399
3078	212800	478335
3079	212872	478272
3080	212929	478174
3081	212990	478088
3082	213078	478061
3083	213160	478022
3084	213249	477997
3085	213317	477926
3086	213395	477876
3087	213463	477805
3088	213530	477730
3089	213603	477669
3090	213676	477609
3091	213740	477528
3092	213808	477456
3093	213859	477347
3094	213915	477248
3095	213980	477171
3096	214043	477087
3097	214099	476989
3098	214149	476878
3099	214211	476792
3100	214261	476680
3101	214313	476574
3102	214380	476501
3103	214456	476447
3104	214532	476392
3105	214594	476309
3106	214666	476246
3107	214726	476157
3108	214798	476094
3109	214848	475982
3110	214908	475892
3111	214979	475828
3112	215060	475785
3113	215132	475723
3114	215202	475656
3115	215272	475589
3116	215341	475520
3117	215409	475449
3118	215493	475412
3119	215549	475314
3120	215626	475261
3121	215707	475219
3122	215763	475122
3123	215834	475056
3124	215906	474994
3125	215983	474943
3126	216039	474845
3127	216105	474768
3128	216174	474700
3129	216224	474589
3130	216311	474559
3131	216401	474536
3132	216492	474514
3133	216569	474463
3134	216648	474416
3135	216702	474313
3136	216783	474269
3137	216838	474169
3138	216946	474185
3139	217017	474121
3140	217088	474056
3141	217156	473983
3142	217225	473914
3143	217277	473807
3144	217346	473739
3145	217414	473668
3146	217481	473594
3147	217565	473556
3148	217635	473491
3149	217701	473414
3150	217762	473327
3151	217820	473233
3152	217883	473151
3153	217948	473073
3154	218010	472989
3155	218089	472940
3156	218177	472913
3157	218254	472861
3158	218328	472802
3159	218402	472744
3160	218480	472695
3161	218563	472655
3162	218618	472555
3163	218691	472495
3164	218807	472526
3165	218897	472502
3166	218985	472474
3167	219060	472417
3168	219128	472345
3169	219201	472285
3170	219273	472222
3171	219343	472155
3172	219411	472084
3173	219463	471977
3174	219516	471873
3175	219590	471816
3176	219654	471736
3177	219717	471653
3178	219780	471569
3179	219847	471497
3180	219900	471392
3181	219957	471297
3182	220031	471239
3183	220111	471193
3184	220166	471094
3185	220237	471029
3186	220312	470972
3187	220375	470889
3188	220448	470830
3189	220518	470763
3190	220592	470702
3191	220648	470606
3192	220747	470600
3193	220810	470517
3194	220862	470413
3195	220915	470308
3196	220979	470229
3197	221043	470148
3198	221096	470046
3199	221163	469972
3200	221236	469911
3201	221310	469853
3202	221381	469787
3203	221455	469728
3204	221519	469648
3205	221571	469543
3206	221673	469544
3207	221738	469465
3208	221801	469383
3209	221891	469359
3210	221966	469301
3211	222037	469236
3212	222097	469149
3213	222155	469056
3214	222211	468958
3215	222280	468890
3216	222352	468827
3217	222406	468726
3218	222494	468695
3219	222597	468699
3220	222667	468632
3221	222739	468568
3222	222804	468491
3223	222873	468422
3224	222946	468360
3225	223016	468292
3226	223072	468196
3227	223136	468117
3228	223206	468048
3229	223270	467970
3230	223339	467900
3231	223410	467834
3232	223464	467733
3233	223527	467652
3234	223591	467572
3235	223642	467464
3236	223694	467360
3237	223765	467296
3238	223846	467250
3239	223925	467202
3240	223985	467114
3241	224060	467058
3242	224129	466988
3243	224197	466917
3244	224274	466863
3245	224368	466846
3246	224451	466805
3247	224504	466703
3248	224576	466640
3249	224626	466532
3250	224680	466431
3251	224746	466355
3252	224822	466301
3253	224895	466239
3254	224948	466136
3255	224996	466024
3256	225068	465961
3257	225131	465879
3258	225192	465793
3259	225253	465707
3260	225326	465647
3261	225389	465565
3262	225446	465471
3263	225514	465400
3264	225589	465343
3265	225660	465277
3266	225719	465187
3267	225794	465131
3268	225860	465055
3269	225930	464987
3270	226018	464957
3271	226092	464899
3272	226224	464959
3273	226300	464905
3274	226361	464818
3275	226435	464758
3276	226503	464687
3277	226570	464614
3278	226620	464506
3279	226686	464431
3280	226756	464364
3281	226827	464297
3282	226897	464231
3283	226975	464180
3284	227052	464126
3285	227115	464045
3286	227168	463942
3287	227215	463830
3288	227276	463744
3289	227330	463644
3290	227380	463536
3291	227455	463478
3292	227518	463396
3293	227577	463307
3294	227639	463223
3295	227713	463165
3296	227784	463099
3297	227830	462982
3298	227906	462927
3299	227975	462858
3300	228069	462840
3301	228153	462801
3302	228208	462704
3303	228276	462633
3304	228347	462568
3305	228410	462486
3306	228483	462425
3307	228543	462338
3308	228594	462231
3309	228663	462163
3310	228734	462096
3311	228797	462015
3312	228855	461925
3313	228912	461832
3314	228974	461748
3315	229023	461638
3316	229092	461568
3317	229138	461453
3318	229202	461374
3319	229274	461311
3320	229351	461258
3321	229429	461207
3322	229498	461136
3323	229577	461088
3324	229645	461016
3325	229704	460928
3326	229781	460875
3327	229861	460828
3328	229922	460742
3329	230090	460871
3330	230143	460771
3331	230209	460694
3332	230274	460617
3333	230350	460562
3334	230429	460514
3335	230498	460444
3336	230572	460385
3337	230641	460315
3338	230704	460233
3339	230767	460152
3340	230817	460045
3341	230878	459960
3342	230921	459839
3343	230971	459732
3344	231039	459661
3345	231126	459627
3346	231218	459604
3347	231280	459522
3348	231361	459475
3349	231439	459425
3350	231515	459368
3351	231590	459311
3352	231673	459269
3353	231752	459220
3354	231828	459165
3355	231861	459024
3356	231917	458930
3357	231994	458875
3358	232064	458809
3359	232134	458742
3360	232209	458683
3361	232268	458594
3362	232332	458516
3363	232393	458430
3364	232457	458352
3365	232523	458276
3366	232601	458224
3367	232649	458115
3368	232713	458036
3369	232777	457956
3370	232844	457882
3371	232903	457794
3372	232980	457741
3373	233038	457651
3374	233107	457581
3375	233188	457535
3376	233260	457473
3377	233336	457416
3378	233396	457329
3379	233464	457258
3380	233571	457263
3381	233653	457220
3382	233731	457167
3383	233801	457101
3384	233872	457035
3385	233924	456934
3386	234005	456888
3387	234082	456833
3388	234154	456770
3389	234238	456731
3390	234291	456630
3391	234367	456573
3392	234457	456546
3393	234517	456460
3394	234572	456362
3395	234651	456311
3396	234795	456389
3397	234949	456484
3398	235040	456458
3399	235123	456416
3400	235215	456391
3401	235385	456518
3402	235527	456590
3403	235673	456669
3404	235735	456586
3405	235818	456543
3406	235896	456490
3407	235970	456431
3408	236028	456340
3409	236100	456276
3410	236182	456231
3411	236251	456161
3412	236328	456107
3413	236458	456155
3414	236548	456126
3415	236631	456083
3416	236714	456040
3417	236771	455948
3418	236902	455998
3419	236995	455973
3420	237087	455947
3421	237168	455901
3422	237240	455837
3423	237309	455768
3424	237394	455727
3425	237476	455683
3426	237536	455596
3427	237598	455511
3428	237719	455543
3429	237796	455488
3430	237879	455443
3431	237942	455362
3432	237996	455263
3433	238071	455206
3434	238147	455150
3435	238204	455056
3436	238288	455015
3437	238379	454987
3438	238465	454949
3439	238542	454895
3440	238615	454832
3441	238668	454731
3442	238744	454674
3443	238825	454627
3444	238891	454553
3445	238975	454510
3446	239069	454488
3447	239127	454397
3448	239200	454335
3449	239276	454278
3450	239360	454236
3451	239433	454174
3452	239529	454155
3453	239653	454189
3454	239727	454128
3455	239810	454085
3456	239885	454026
3457	239958	453964
3458	240036	453910
3459	240091	453814
3460	240149	453722
3461	240254	453722
3462	240312	453629
3463	240374	453546
3464	240441	453474
3465	240506	453395
3466	240561	453299
3467	240614	453199
3468	240671	453107
3469	240717	452991
3470	240775	452901
3471	240857	452856
3472	240918	452770
3473	241003	452730
3474	241077	452670
3475	241154	452616
3476	241243	452582
3477	241303	452496
3478	241385	452450
3479	241443	452359
3480	241533	452328
3481	241602	452259
3482	241657	452162
3483	241729	452097
3484	241807	452045
3485	241886	451992
3486	241962	451935
3487	242063	451925
3488	242136	451863
3489	242215	451811
3490	242268	451712
3491	242326	451621
3492	242393	451546
3493	242455	451464
3494	242513	451372
3495	242575	451290
3496	242628	451190
3497	242684	451095
3498	242783	451082
3499	242866	451038
3500	242930	450959
3501	242986	450864
3502	243065	450813
3503	243141	450755
3504	243224	450712
3505	243300	450654
3506	243361	450568
3507	243450	450535
3508	243508	450444
3509	243572	450366
3510	243624	450263
3511	243692	450192
3512	243767	450133
3513	243838	450066
3514	243901	449985
3515	243967	449911
3516	244023	449816
3517	244105	449770
3518	244157	449668
3519	244213	449574
3520	244263	449469
3521	244332	449400
3522	244402	449331
3523	244469	449256
3524	244540	449190
3525	244607	449116
3526	244676	449047
3527	244751	448989
3528	244812	448904
3529	244887	448843
3530	244945	448754
3531	245011	448679
3532	245069	448589
3533	245145	448531
3534	245229	448489
3535	245338	448492
3536	245420	448445
3537	245497	448390
3538	245578	448342
3539	245638	448255
3540	245717	448203
3541	245799	448157
3542	245882	448111
3543	245943	448028
3544	246019	447970
3545	246093	447909
3546	246157	447829
3547	246245	447794
3548	246326	447746
3549	246409	447702
3550	246510	447689
3551	246581	447624
3552	246661	447573
3553	246720	447484
3554	246798	447431
3555	246879	447381
3556	246963	447338
3557	247069	447336
3558	247156	447298
3559	247209	447198
3560	247260	447097
3561	247311	446994
3562	247385	446932
3563	247447	446850
3564	247520	446787
3565	247583	446705
3566	247640	446613
3567	247699	446525
3568	247757	446435
3569	247810	446336
3570	247858	446227
3571	247929	446161
3572	248001	446098
3573	248062	446013
3574	248114	445911
3575	248177	445830
3576	248241	445751
3577	248312	445686
3578	248366	445587
3579	248481	445601
3580	248566	445558
3581	248645	445506
3582	248726	445457
3583	248801	445398
3584	248902	445386
3585	248963	445301
3586	249017	445205
3587	249069	445104
3588	249140	445037
3589	249197	444945
3590	249256	444858
3591	249318	444774
3592	249376	444684
3593	249451	444626
3594	249517	444550
3595	249578	444466
3596	249632	444369
3597	249695	444288
3598	249758	444208
3599	249823	444131
3600	249882	444043
3601	249941	443955
3602	250023	443907
3603	250089	443832
3604	250165	443774
3605	250222	443683
3606	250277	443589
3607	250351	443527
3608	250424	443463
3609	250498	443402
3610	250575	443347
3611	250652	443291
3612	250736	443248
3613	250790	443150
3614	250861	443084
3615	250936	443025
3616	251013	442969
3617	251063	442864
3618	251134	442798
3619	251196	442716
3620	251256	442630
3621	251315	442542
3622	251382	442468
3623	251448	442394
3624	251519	442327
3625	251595	442269
3626	251653	442180
3627	251717	442101
3628	251831	442109
3629	251910	442056
3630	251981	441992
3631	252057	441932
3632	252142	441892
3633	252209	441817
3634	252283	441757
3635	252361	441701
3636	252415	441606
3637	252498	441559
3638	252584	441519
3639	252686	441507
3640	252765	441453
3641	252844	441402
3642	252917	441338
3643	252984	441265
3644	253056	441200
3645	253128	441134
3646	253182	441038
3647	253247	440961
3648	253323	440903
3649	253369	440793
3650	253417	440686
3651	253482	440609
3652	253549	440536
3653	253596	440427
3654	253666	440358
3655	253735	440288
3656	253784	440184
3657	253847	440104
3658	253905	440015
3659	253961	439921
3660	254033	439857
3661	254094	439772
3662	254195	439758
3663	254269	439698
3664	254349	439646
3665	254416	439572
3666	254498	439525
3667	254598	439508
3668	254667	439438
3669	254732	439362
3670	254804	439296
3671	254853	439192
3672	254905	439092
3673	254969	439014
3674	255051	438966
3675	255120	438896
3676	255181	438811
3677	255251	438743
3678	255314	438663
3679	255359	438552
3680	255424	438475
3681	255472	438368
3682	255532	438283
3683	255596	438204
3684	255656	438119
3685	255722	438045
3686	255796	437983
3687	255856	437898
3688	255939	437851
3689	256016	437795
3690	256112	437771
3691	256172	437685
3692	256249	437630
3693	256321	437564
3694	256398	437508
3695	256487	437471
3696	256553	437397
3697	256624	437329
3698	256693	437260
3699	256767	437199
3700	256839	437134
3701	256908	437063
3702	256985	437008
3703	257058	436944
3704	257123	436867
3705	257171	436761
3706	257222	436661
3707	257288	436585
3708	257359	436518
3709	257409	436416
3710	257464	436322
3711	257514	436220
3712	257584	436151
3713	257655	436086
3714	257737	436037
3715	257807	435968
3716	257871	435890
3717	257938	435818
3718	258017	435764
3719	258091	435702
3720	258163	435638
3721	258234	435571
3722	258353	435585
3723	258410	435495
3724	258486	435436
3725	258550	435358
3726	258618	435286
3727	258672	435190
3728	258751	435137
3729	258813	435055
3730	258865	434957
3731	258913	434852
3732	258982	434782
3733	259049	434708
3734	259114	434632
3735	259168	434536
3736	259232	434459
3737	259301	434388
3738	259387	434346
3739	259446	434260
3740	259525	434206
3741	259600	434147
3742	259681	434098
3743	259761	434046
3744	259843	433997
3745	259900	433907
3746	259981	433858
3747	260061	433806
3748	260129	433734
3749	260201	433668
3750	260282	433619
3751	260334	433520
3752	260411	433464
3753	260482	433396
3754	260543	433314
3755	260623	433261
3756	260699	433203
3757	260750	433104
3758	260812	433021
3759	260873	432939
3760	260931	432850
3761	260972	432733
3762	261036	432655
3763	261109	432592
3764	261181	432528
3765	261251	432460
3766	261313	432378
3767	261369	432285
3768	261447	432231
3769	261503	432139
3770	261571	432067
3771	261646	432007
3772	261719	431944
3773	261832	431947
3774	261898	431871
3775	261972	431811
3776	262026	431715
3777	262093	431643
3778	262159	431567
3779	262209	431467
3780	262282	431402
3781	262340	431314
3782	262408	431243
3783	262464	431151
3784	262528	431074
3785	262592	430995
3786	262663	430928
3787	262711	430825
3788	262782	430757
3789	262859	430701
3790	262911	430603
3791	262975	430525
3792	263056	430474
3793	263127	430408
3794	263210	430360
3795	263269	430274
3796	263350	430224
3797	263435	430180
3798	263546	430179
3799	263601	430085
3800	263749	430145
3801	263806	430055
3802	263891	430012
3803	263947	429921
3804	264022	429860
3805	264087	429783
3806	264161	429722
3807	264246	429677
3808	264307	429594
3809	264371	429516
3810	264432	429433
3811	264496	429355
3812	264549	429259
3813	264607	429171
3814	264672	429095
3815	264737	429018
3816	264822	428975
3817	264898	428916
3818	264980	428866
3819	265061	428817
3820	265151	428780
3821	265230	428726
3822	265290	428641
3823	265369	428589
3824	265433	428510
3825	265516	428462
3826	265596	428411
3827	265672	428351
3828	265756	428305
3829	265818	428224
3830	265886	428152
3831	265958	428088
3832	266023	428010
3833	266076	427915
3834	266145	427845
3835	266207	427763
3836	266276	427693
3837	266329	427598
3838	266382	427503
3839	266445	427423
3840	266507	427342
3841	266565	427254
3842	266625	427169
3843	266695	427101
3844	266778	427054
3845	266853	426993
3846	266928	426932
3847	267011	426884
3848	267072	426802
3849	267151	426747
3850	267226	426687
3851	267300	426625
3852	267378	426569
3853	267452	426508
3854	267529	426451
3855	267583	426357
3856	267695	426355
3857	267755	426271
3858	267812	426181
3859	267867	426090
3860	267923	425999
3861	267994	425932
3862	268067	425869
3863	268123	425777
3864	268192	425707
3865	268254	425626
3866	268313	425541
3867	268375	425459
3868	268424	425358
3869	268470	425252
3870	268527	425162
3871	268570	425051
3872	268619	424949
3873	268693	424887
3874	268756	424808
3875	268840	424762
3876	268917	424705
3877	268976	424619
3878	269057	424569
3879	269134	424511
3880	269215	424460
3881	269290	424398
3882	269360	424331
3883	269429	424260
3884	269524	424231
3885	269619	424203
3886	269689	424134
3887	269739	424035
3888	269789	423935
3889	269838	423833
3890	269908	423765
3891	269977	423694
3892	270053	423635
3893	270122	423566
3894	270188	423491
3895	270255	423418
3896	270315	423335
3897	270376	423251
3898	270428	423155
3899	270500	423090
3900	270571	423023
3901	270637	422949
3902	270706	422879
3903	270758	422782
3904	270817	422697
3905	270887	422628
3906	270963	422570
3907	271020	422480
3908	271096	422422
3909	271163	422349
3910	271235	422283
3911	271327	422249
3912	271402	422188
3913	271467	422112
3914	271533	422039
3915	271578	421932
3916	271647	421862
3917	271711	421784
3918	271778	421710
3919	271834	421620
3920	271895	421538
3921	271962	421466
3922	272007	421359
3923	272054	421254
3924	272102	421152
3925	272160	421064
3926	272211	420967
3927	272265	420875
3928	272314	420774
3929	272371	420686
3930	272420	420584
3931	272466	420479
3932	272523	420391
3933	272599	420332
3934	272681	420283
3935	272758	420224
3936	272817	420140
3937	272893	420081
3938	272972	420027
3939	273032	419943
3940	273114	419893
3941	273208	419861
3942	273269	419780
3943	273325	419691
3944	273393	419618
3945	273459	419544
3946	273539	419491
3947	273598	419407
3948	273669	419340
3949	273740	419272
3950	273808	419202
3951	273870	419121
3952	273933	419043
3953	273993	418959
3954	274057	418882
3955	274120	418803
3956	274183	418723
3957	274234	418626
3958	274295	418545
3959	274369	418482
3960	274444	418421
3961	274521	418364
3962	274602	418313
3963	274661	418228
3964	274721	418144
3965	274792	418078
3966	274870	418022
3967	274934	417945
3968	275001	417872
3969	275079	417816
3970	275154	417755
3971	275214	417672
3972	275283	417602
3973	275360	417544
3974	275475	417544
3975	275547	417478
3976	275620	417416
3977	275693	417352
3978	275747	417260
3979	275811	417182
3980	275870	417098
3981	275935	417021
3982	276007	416955
3983	276069	416875
3984	276144	416815
3985	276230	416771
3986	276303	416707
3987	276360	416619
3988	276448	416578
3989	276511	416500
3990	276587	416440
3991	276666	416385
3992	276774	416374
3993	276863	416335
3994	276956	416300
3995	277034	416245
3996	277112	416188
3997	277214	416168
3998	277280	416093
3999	277332	415998
4000	277407	415938
4001	277458	415840
4002	277538	415787
4003	277619	415736
4004	277681	415654
4005	277740	415570
4006	277805	415495
4007	277863	415408
4008	277912	415309
4009	277975	415229
4010	278030	415139
4011	278086	415050
4012	278136	414952
4013	278193	414864
4014	278243	414765
4015	278309	414692
4016	278383	414630
4017	278459	414570
4018	278521	414489
4019	278612	414454
4020	278691	414397
4021	278767	414338
4022	278844	414280
4023	278900	414191
4024	279009	414181
4025	279075	414108
4026	279238	414176
4027	279300	414097
4028	279370	414027
4029	279437	413955
4030	279495	413869
4031	279557	413790
4032	279622	413714
4033	279678	413625
4034	279728	413527
4035	279793	413451
4036	279846	413358
4037	279904	413271
4038	279969	413196
4039	280031	413116
4040	280093	413035
4041	280164	412968
4042	280240	412908
4043	280310	412841
4044	280397	412797
4045	280458	412716
4046	280538	412662
4047	280607	412593
4048	280687	412539
4049	280760	412474
4050	280842	412424
4051	280944	412402
4052	281023	412347
4053	281089	412273
4054	281162	412209
4055	281228	412135
4056	281281	412042
4057	281337	411953
4058	281402	411877
4059	281457	411787
4060	281512	411696
4061	281564	411603
4062	281630	411528
4063	281688	411443
4064	281740	411348
4065	281809	411278
4066	281886	411220
4067	281953	411147
4068	282029	411088
4069	282083	410997
4070	282171	410954
4071	282244	410890
4072	282322	410833
4073	282377	410743
4074	282464	410699
4075	282527	410621
4076	282612	410574
4077	282695	410524
4078	282771	410466
4079	282851	410411
4080	282921	410343
4081	282998	410284
4082	283073	410224
4083	283146	410160
4084	283225	410104
4085	283303	410048
4086	283387	410000
4087	283458	409933
4088	283523	409856
4089	283570	409756
4090	283624	409664
4091	283687	409586
4092	283752	409510
4093	283812	409427
4094	283869	409340
4095	283952	409290
4096	284016	409214
4097	284140	409223
4098	284202	409143
4099	284287	409095
4100	284349	409016
4101	284419	408948
4102	284480	408867
4103	284542	408786
4104	284649	408772
4105	284714	408696
4106	284777	408618
4107	284834	408530
4108	284890	408443
4109	284957	408370
4110	285029	408304
4111	285082	408211
4112	285164	408159
4113	285239	408099
4114	285319	408044
4115	285391	407979
4116	285458	407906
4117	285524	407832
4118	285591	407760
4119	285652	407678
4120	285758	407661
4121	285816	407576
4122	285885	407506
4123	285957	407441
4124	286043	407395
4125	286117	407332
4126	286187	407264
4127	286252	407187
4128	286343	407150
4129	286447	407130
4130	286522	407069
4131	286575	406975
4132	286629	406885
4133	286699	406816
4134	286767	406745
4135	286840	406681
